module;pmpp;month
Module 2,3_9;176,03506750583824;August_2019
String 2,3;168,6037632809855;August_2019
Module 2,3_2;175,70162412361776;August_2019
Module 2,3_3;176,3441165556499;August_2019
Module 2,3_4;176,9563198330892;August_2019
Module 2,3_5;175,23727901426642;August_2019
Module 2,3_6;177,70169228320705;August_2019
Module 2,3_7;174,5977950735523;August_2019
Module 2,3_8;177,6549888993071;August_2019
Module 2,3_1;176,67925239459277;August_2019
Module 2,3_10;126,78198325149823;August_2019
Module 2,3_11;175,86692569416735;August_2019
Module 2,3_12;178,3776774159607;August_2019
Module 2,3_13;179,28957527440167;August_2019
Module 2,3_14;175,67566305745407;August_2019
Module 2,3_15;175,818291405735;August_2019
Module 2,3_16;174,72502965190117;August_2019
Module 2,3_17;177,5111354283804;August_2019
Module 2,3_18;177,5111354283804;August_2019
