date;V;I;T;G;Tamb;Name;G_orig;Pmax;V_sim;I_sim;Pmax_sim;deviation
30,09.2019 11:45:31;34.9;2.6;293.5;369.85978513037526;289.57;Module 1_4_16;391.67;90,74;36,02;1,72;61,94;28,80
30,09.2019 12:03:52;34.5;1.64;295;332.227023035854;290.87;Module 1_4_16;350.71;56,58;35,66;1,53;54,53;2,05
30,09.2019 12:05:45;34.6;2.94;297;689.0569970890647;291.18;Module 1_4_16;727.18;101,72;35,40;3,36;118,78;-17,06
30,09.2019 12:07:38;34.7;4.77;297;953.5981478328442;291.69;Module 1_4_16;1006.07;165,52;34,98;4,70;164,56;0,96
30,09.2019 12:09:32;34.1;4.94;297.5;712.0514183113798;292.5;Module 1_4_16;751.02;168,45;35,28;3,47;122,56;45,90
30,09.2019 12:13:23;34.2;3.82;297.5;475.97977402570507;292.89;Module 1_4_16;501.75;130,64;35,41;2,27;80,27;50,37
30,09.2019 12:23:09;34;4.84;298.5;965.3789566030503;292.07;Module 1_4_16;1016.31;164,56;34,70;4,76;165,34;-0,78
30,09.2019 12:29:01;33.6;1.22;298.5;528.0551296385205;292.34;Module 1_4_16;555.51;40,99;35,24;2,53;89,31;-48,31
30,09.2019 12:42:30;34.6;1.85;297.5;372.87478821518016;290.81;Module 1_4_16;391.67;64,01;35,31;1,74;61,42;2,59
30,09.2019 12:46:22;34.4;4.57;297.5;917.7967287034089;291.28;Module 1_4_16;963.68;157,21;34,96;4,52;158,11;-0,91
30,09.2019 12:48:17;35;2.97;297.5;659.2528653218536;292.15;Module 1_4_16;692.08;103,95;35,34;3,20;113,23;-9,28
30,09.2019 12:50:19;33.7;1.44;297.5;487.8006453255303;292.81;Module 1_4_16;511.99;48,53;35,41;2,33;82,42;-33,90
30,09.2019 12:54:10;33.9;4.69;298.5;956.4419054998704;293.04;Module 1_4_16;1003.51;158,99;34,72;4,72;163,85;-4,86
30,09.2019 12:56:03;33.3;2.03;298.5;341.6383572559755;293.44;Module 1_4_16;358.39;67,60;35,07;1,58;55,42;12,17
30,09.2019 12:57:56;33.5;2.99;301;762.5717137762074;293.26;Module 1_4_16;799.83;100,17;34,61;3,73;129,22;-29,05
30,09.2019 12:59:49;33.9;4.75;301;978.8897920312747;293.34;Module 1_4_16;1026.55;161,03;34,24;4,83;165,55;-4,53
30,09.2019 13:05:40;33.5;2.43;301.5;366.33917806523607;292.44;Module 1_4_16;383.99;81,41;34,59;1,71;59,13;22,27
30,09.2019 13:07:23;33;5.49;301.5;1001.4791777843124;292.82;Module 1_4_16;1049.59;181,17;34,11;4,95;168,84;12,33
30,09.2019 13:09:22;33.5;1.91;301.5;544.7858842964961;293.33;Module 1_4_16;570.87;63,98;34,71;2,62;91,02;-27,03
30,09.2019 13:15:08;34;1.55;301.5;295.2829294535351;292.59;Module 1_4_16;309.29;52,70;34,39;1,35;46,30;6,40
30,09.2019 13:17:04;34.4;1.79;301;364.2050264670831;292.56;Module 1_4_16;381.43;61,58;34,67;1,70;58,88;2,69
30,09.2019 13:18:58;34.7;4.52;301;819.5696822597686;293.03;Module 1_4_16;858.22;156,84;34,52;4,02;138,94;17,91
30,09.2019 13:21:04;34.7;1.51;301;292.8042191667389;293.66;Module 1_4_16;306.57;52,40;34,47;1,33;45,96;6,44
30,09.2019 13:23:05;33.9;1.68;301;325.2242582260617;293.59;Module 1_4_16;340.47;56,95;34,58;1,50;51,83;5,12
30,09.2019 13:24:58;33.7;3.16;301;743.4506440647574;293.89;Module 1_4_16;778.21;106,49;34,63;3,64;125,94;-19,45
30,09.2019 13:38:07;34.7;3.04;298.5;692.5166927409093;291.79;Module 1_4_16;724.36;105,49;35,13;3,37;118,55;-13,06
30,09.2019 13:40:01;34.7;5.02;298.5;738.2085714696468;292.14;Module 1_4_16;772.08;174,19;35,08;3,61;126,55;47,65
30,09.2019 13:41:59;34.1;1.37;298.5;288.0421535025597;292.34;Module 1_4_16;301.23;46,72;34,90;1,31;45,60;1,12
30,09.2019 13:44:03;34.3;4.8;298.5;979.2535718295916;293.08;Module 1_4_16;1023.99;164,64;34,67;4,84;167,66;-3,02
30,09.2019 13:45:55;34.1;5.07;298.5;1016.0607873117426;293.82;Module 1_4_16;1062.39;172,89;34,60;5,02;173,77;-0,89
30,09.2019 13:47:57;33.8;5.28;298.5;1065.1214239497572;295.2;Module 1_4_16;1113.59;178,46;34,50;5,27;181,85;-3,39
30,09.2019 13:50:01;32.6;1.77;301.5;364.8596476687322;296.07;Module 1_4_16;381.43;57,70;34,59;1,70;58,86;-1,16
30,09.2019 13:52:37;32.4;1.64;301.5;340.40675531825525;295.72;Module 1_4_16;355.83;53,14;34,53;1,58;54,45;-1,32
30,09.2019 13:54:35;32.4;5.37;301.5;1072.7486337591477;295.66;Module 1_4_16;1121.27;173,99;33,96;5,31;180,39;-6,40
30,09.2019 13:57:00;33.7;3.96;301.5;1080.1899108696489;296.19;Module 1_4_16;1128.95;133,45;33,95;5,35;181,59;-48,14
30,09.2019 13:58:58;32.5;1.42;301.5;295.0806441573312;296.08;Module 1_4_16;308.38;46,15;34,39;1,35;46,27;-0,12
30,09.2019 14:00:53;33.3;1.81;301.5;352.7542489533085;295.82;Module 1_4_16;368.63;60,27;34,56;1,64;56,68;3,59
30,09.2019 14:04:44;32.9;1.7;303.6;360.1453277110608;295.1;Module 1_4_16;376.31;55,93;34,20;1,68;57,45;-1,52
30,09.2019 14:06:40;34;2.96;303.6;683.3663773143301;294.9;Module 1_4_16;714;100,64;34,25;3,33;114,10;-13,46
30,09.2019 14:14:24;33.4;3.92;303;658.9866469202569;294;Module 1_4_16;688.4;130,93;34,38;3,21;110,24;20,69
30,09.2019 14:16:18;33.9;3.01;303;583.2598400144296;293.89;Module 1_4_16;609.27;102,04;34,43;2,82;97,10;4,94
30,09.2019 14:18:15;34;1.49;303;293.0620779774583;293.8;Module 1_4_16;306.12;50,66;34,11;1,34;45,59;5,07
30,09.2019 14:20:39;33.8;1.7;301.5;350.4688844082518;293.47;Module 1_4_16;366.07;57,46;34,55;1,63;56,27;1,19
30,09.2019 14:22:32;33.9;5.66;301.5;1132.3373386785963;293.85;Module 1_4_16;1182.71;191,87;33,84;5,61;189,92;1,95
30,09.2019 14:24:26;33.8;1.49;301.5;377.44901395693375;294.1;Module 1_4_16;394.23;50,36;34,61;1,77;61,13;-10,77
30,09.2019 14:27:08;33.8;4.03;301.5;563.7448200640207;294.39;Module 1_4_16;588.79;136,21;34,70;2,72;94,36;41,85
30,09.2019 14:33:13;33.8;1.48;301;370.1252274883041;293.45;Module 1_4_16;386.55;50,02;34,69;1,73;59,95;-9,93
30,09.2019 14:39:18;34.2;1.85;301;563.7815801246533;293.36;Module 1_4_16;588.79;63,27;34,80;2,72;94,60;-31,33
30,09.2019 14:41:16;35.3;4.44;301;705.8392834275585;293.38;Module 1_4_16;737.15;156,73;34,68;3,44;119,45;37,28
30,09.2019 14:43:12;34.1;1.94;301;387.2882996636705;293.57;Module 1_4_16;404.47;66,15;34,71;1,82;63,05;3,11
30,09.2019 14:45:14;34.7;1.85;301;384.8339455981812;293.62;Module 1_4_16;401.91;64,20;34,71;1,80;62,61;1,59
30,09.2019 14:53:14;34;1.4;298.5;428.9274694836821;292.63;Module 1_4_16;447.99;47,60;35,21;2,03;71,37;-23,77
30,09.2019 14:55:25;34.4;1.61;298.5;340.67940726254784;292.71;Module 1_4_16;355.83;55,38;35,06;1,58;55,25;0,13
30,09.2019 15:06:21;34.5;1.62;297.5;323.45546572839714;292.03;Module 1_4_16;337.91;55,89;35,20;1,49;52,32;3,57
30,09.2019 15:08:54;34.3;1.52;297.5;298.2133671357657;292.5;Module 1_4_16;311.56;52,14;35,12;1,36;47,67;4,46
30,09.2019 15:22:10;34.3;1.46;297.5;502.0875200840923;292.49;Module 1_4_16;524.79;50,08;35,42;2,40;85,02;-34,94
30,09.2019 16:03:27;34.8;1.74;295;486.0817855172777;291.06;Module 1_4_16;509.43;60,55;35,86;2,32;83,05;-22,50
30,09.2019 16:53:45;34.5;1.69;295;458.3028731082107;290.95;Module 1_4_16;483.83;58,30;35,84;2,17;77,93;-19,62
30,09.2019 16:58:11;34.8;3.43;295;690.6664831300307;291.9;Module 1_4_16;729.84;119,36;35,74;3,36;120,18;-0,81
30,09.2019 17:00:16;35.4;2.8;297;549.6568431415448;292.7;Module 1_4_16;581.11;99,12;35,50;2,64;93,84;5,28
30,09.2019 17:46:27;33.9;1.91;295;419.23857264641515;291.3;Module 1_4_16;450.55;64,75;35,82;1,97;70,71;-5,96
30,09.2019 17:50:53;33.8;2.21;295;288.05021143894146;292.07;Module 1_4_16;310.32;74,70;35,52;1,30;46,29;28,40
