module;pmpp;month
Module 1,2_9;180,99494961965632;July_2019
String 1,2;181,78593070783455;July_2019
Module 1,2_2;181,2763792793385;July_2019
Module 1,2_3;180,45781282115675;July_2019
Module 1,2_4;178,95800928300415;July_2019
Module 1,2_5;183,46008008257135;July_2019
Module 1,2_6;182,78196378431323;July_2019
Module 1,2_7;181,09236621034137;July_2019
Module 1,2_8;177,12501920378526;July_2019
Module 1,2_1;180,44985535712559;July_2019
Module 1,2_10;181,51223654626742;July_2019
Module 1,2_11;178,98976404249052;July_2019
Module 1,2_12;175,87036224162023;July_2019
Module 1,2_13;178,78666922026022;July_2019
Module 1,2_14;176,2651212050011;July_2019
Module 1,2_15;179,27538850872943;July_2019
Module 1,2_16;182,49051132415764;July_2019
Module 1,2_17;180,24800913832155;July_2019
Module 1,2_18;180,89115441785907;July_2019
