date;V;I;T;G;Tamb;Name;G_orig;Pmax;V_sim;I_sim;Pmax_sim;deviation
31,07.2019 14:16:18;34;1.47;299;329.59302716966;292.46;Module 1_4_17;332.79;49,98;34,89;1,52;53,10;-3,12
31,07.2019 14:17:30;34.5;1.84;299;390.45918378931606;292.68;Module 1_4_17;394.23;63,48;35,08;1,83;64,31;-0,83
31,07.2019 14:18:44;34.7;2.15;301;471.6158844756437;293.02;Module 1_4_17;476.15;74,61;34,87;2,25;78,49;-3,89
31,07.2019 14:20:00;34.3;1.99;301;420.92194304737524;293.32;Module 1_4_17;424.95;68,26;34,78;1,99;69,27;-1,01
31,07.2019 14:21:14;34.4;1.97;301;441.22663784327835;293.63;Module 1_4_17;445.43;67,77;34,82;2,10;72,97;-5,20
31,07.2019 14:22:28;34.8;5.54;301;1267.9650947565576;294.15;Module 1_4_17;1279.99;192,79;34,36;6,33;217,42;-24,63
31,07.2019 14:23:53;33.8;6.05;301.5;1087.965564752697;295.19;Module 1_4_17;1098.23;204,49;34,54;5,41;186,78;17,71
31,07.2019 14:25:11;33.2;5.68;301.5;981.4941245601609;296.29;Module 1_4_17;990.71;188,58;34,67;4,86;168,61;19,97
31,07.2019 14:26:26;32.7;3.74;301.5;953.8249431167635;297.3;Module 1_4_17;962.74;122,30;34,70;4,72;163,84;-41,54
31,07.2019 14:27:39;32.6;5.44;301.5;1105.8600494358118;297.81;Module 1_4_17;1116.15;177,34;34,52;5,50;189,81;-12,46
31,07.2019 14:28:56;31.9;4.06;301.5;512.3649420181903;298.43;Module 1_4_17;517.11;129,51;34,82;2,46;85,68;43,83
31,07.2019 14:30:12;33.1;5.65;301.5;1024.7835730985698;298.68;Module 1_4_17;1034.23;187,02;34,62;5,08;176,03;10,99
31,07.2019 14:31:28;31.5;5.6;309.1;1146.5900308161192;299.21;Module 1_4_17;1157.11;176,40;33,13;5,71;189,17;-12,77
31,07.2019 14:32:40;31;5.34;309.1;1024.868405776769;299.67;Module 1_4_17;1034.23;165,54;33,29;5,09;169,38;-3,84
31,07.2019 14:33:53;31.6;5.25;309.1;1083.2594489908333;299.96;Module 1_4_17;1093.11;165,90;33,22;5,39;178,92;-13,02
31,07.2019 14:35:05;31;5.25;309.1;1085.8397515814247;300.25;Module 1_4_17;1095.67;162,75;33,21;5,40;179,34;-16,59
31,07.2019 14:36:22;31;4.75;309.1;1134.0916456772065;300.46;Module 1_4_17;1144.31;147,25;33,15;5,65;187,16;-39,91
31,07.2019 14:37:38;31;4.68;309.1;1035.186547830015;300.78;Module 1_4_17;1044.47;145,08;33,27;5,14;171,07;-25,99
31,07.2019 14:38:53;30.3;3.67;309.1;487.16143545210116;301.12;Module 1_4_17;491.51;111,20;33,44;2,34;78,16;33,04
31,07.2019 14:39:57;30.3;5.49;309.1;1159.6000380647154;301.2;Module 1_4_17;1169.91;166,35;33,12;5,78;191,27;-24,92
31,07.2019 14:41:11;30.8;5.56;309.1;1152.034277850812;301.44;Module 1_4_17;1162.23;171,25;33,13;5,74;190,05;-18,80
31,07.2019 14:42:27;30.8;5.74;309.1;1169.845478463965;301.99;Module 1_4_17;1180.15;176,79;33,10;5,83;192,91;-16,12
31,07.2019 14:43:41;30.5;5.98;309.1;1248.562690381661;302.39;Module 1_4_17;1259.51;182,39;32,99;6,23;205,47;-23,08
31,07.2019 14:44:54;29.5;5.69;309.1;915.8761582435654;302.47;Module 1_4_17;923.87;167,86;33,40;4,53;151,36;16,49
31,07.2019 14:46:03;30.1;1.72;309.1;345.1504606870452;302.39;Module 1_4_17;348.15;51,77;33,13;1,61;53,36;-1,59
31,07.2019 14:52:29;31.1;1.48;319.6;310.9821417491895;300.15;Module 1_4_17;313.62;46,03;31,09;1,44;44,90;1,12
31,07.2019 14:53:42;31.6;1.64;319.1;345.2350669091551;299.88;Module 1_4_17;348.15;51,82;31,31;1,62;50,70;1,13
31,07.2019 14:54:55;30.1;2.13;319.1;441.7176198430331;299.68;Module 1_4_17;445.43;64,11;31,55;2,11;66,66;-2,55
31,07.2019 14:56:17;32.2;5.87;319.1;1025.6546640869353;299.67;Module 1_4_17;1034.23;189,01;31,51;5,09;160,53;28,48
31,07.2019 14:57:43;32.8;2.18;319.1;444.2955576757511;299.94;Module 1_4_17;447.99;71,50;31,56;2,13;67,09;4,42
31,07.2019 14:58:58;29.7;2.36;319.1;510.32670670100026;300.01;Module 1_4_17;514.55;70,09;31,66;2,46;77,98;-7,89
31,07.2019 15:00:11;32.5;2.17;319.1;609.3704864700039;299.96;Module 1_4_17;614.39;70,52;31,73;2,97;94,22;-23,69
31,07.2019 15:01:26;32.3;2.23;319.1;462.12161530709756;299.79;Module 1_4_17;465.91;72,03;31,59;2,22;70,03;2,00
31,07.2019 15:02:40;32.3;6.39;315.1;1277.2488815123525;299.85;Module 1_4_17;1287.67;206,40;31,89;6,37;203,27;3,13
31,07.2019 15:03:53;32.1;5.31;315.1;1036.0563063768186;300.25;Module 1_4_17;1044.47;170,45;32,21;5,15;165,80;4,65
31,07.2019 15:05:26;31.5;2.29;315.1;472.33709554134805;300.67;Module 1_4_17;476.15;72,14;32,34;2,27;73,28;-1,14
31,07.2019 15:06:40;31.6;2.29;315.6;464.7363216000674;300.82;Module 1_4_17;468.47;72,36;32,23;2,23;71,81;0,56
31,07.2019 15:07:52;31.6;2.31;315.6;474.91229123019235;300.85;Module 1_4_17;478.71;73,00;32,25;2,28;73,52;-0,52
31,07.2019 15:09:06;30.2;2.71;315.6;500.3281922787014;300.78;Module 1_4_17;504.31;81,84;32,28;2,41;77,79;4,05
31,07.2019 15:10:26;31.5;2.22;315.6;464.790193859868;300.69;Module 1_4_17;468.47;69,93;32,23;2,23;71,81;-1,88
31,07.2019 15:11:48;31.7;6.03;315.6;930.5618657952002;300.68;Module 1_4_17;937.89;191,15;32,23;4,61;148,56;42,59
31,07.2019 15:13:02;31.6;2.53;315.6;736.2996272316204;300.64;Module 1_4_17;742.07;79,95;32,35;3,62;117,03;-37,08
31,07.2019 15:14:15;32.4;2.44;315.6;464.844388468142;300.69;Module 1_4_17;468.47;79,06;32,23;2,23;71,82;7,23
31,07.2019 15:16:44;31.7;1.98;315.1;505.52551199159643;300.7;Module 1_4_17;509.43;62,77;32,38;2,44;78,87;-16,11
31,07.2019 15:18:06;31.6;1.95;315.1;426.79141228147455;300.67;Module 1_4_17;430.07;61,62;32,26;2,03;65,58;-3,96
31,07.2019 15:19:20;31.9;1.83;315.1;391.23920297326197;300.5;Module 1_4_17;394.23;58,38;32,18;1,85;59,57;-1,19
31,07.2019 15:20:50;31.8;2.12;315.1;472.5590730622981;300.21;Module 1_4_17;476.15;67,42;32,34;2,27;73,32;-5,90
31,07.2019 15:22:09;32;3.11;315.1;757.2658026782117;300.12;Module 1_4_17;762.99;99,52;32,44;3,72;120,80;-21,28
