date;V;I;T;G;Tamb;Name;G_orig;Pmax;V_sim;I_sim;Pmax_sim;deviation
31,07.2019 14:16:18;33.9;1.47;297.5;329.59302716966;292.46;Module 1_4_13;332.79;49,83;33,88;1,48;50,12;-0,29
31,07.2019 14:17:30;34.1;1.84;298;390.45918378931606;292.68;Module 1_4_13;394.23;62,74;34,02;1,79;60,97;1,77
31,07.2019 14:18:44;34.3;2.15;298;471.6158844756437;293.02;Module 1_4_13;476.15;73,74;34,23;2,21;75,60;-1,86
31,07.2019 14:20:00;34.1;1.99;298;420.92194304737524;293.32;Module 1_4_13;424.95;67,86;34,11;1,95;66,46;1,39
31,07.2019 14:21:14;34;1.97;298;441.22663784327835;293.63;Module 1_4_13;445.43;66,98;34,16;2,05;70,13;-3,15
31,07.2019 14:22:28;34.2;5.54;299.5;1267.9650947565576;294.15;Module 1_4_13;1279.99;189,47;33,84;6,30;213,35;-23,89
31,07.2019 14:23:53;33.2;6.05;299.5;1087.965564752697;295.19;Module 1_4_13;1098.23;200,86;34,02;5,38;183,04;17,82
31,07.2019 14:25:11;32.5;5.68;299.5;981.4941245601609;296.29;Module 1_4_13;990.71;184,60;34,10;4,83;164,81;19,79
31,07.2019 14:26:26;32.2;3.74;302;953.8249431167635;297.3;Module 1_4_13;962.74;120,43;33,67;4,69;158,03;-37,60
31,07.2019 14:27:39;32.8;5.44;302;1105.8600494358118;297.81;Module 1_4_13;1116.15;178,43;33,56;5,47;183,71;-5,28
31,07.2019 14:28:56;31.7;4.06;302;512.3649420181903;298.43;Module 1_4_13;517.11;128,70;33,57;2,42;81,35;47,36
31,07.2019 14:30:12;33.1;5.65;302;1024.7835730985698;298.68;Module 1_4_13;1034.23;187,02;33,63;5,06;170,07;16,95
31,07.2019 14:31:28;31.1;5.6;307.1;1146.5900308161192;299.21;Module 1_4_13;1157.11;174,16;32,62;5,69;185,44;-11,28
31,07.2019 14:32:40;30.8;5.34;307.1;1024.868405776769;299.67;Module 1_4_13;1034.23;164,47;32,71;5,06;165,58;-1,11
31,07.2019 14:33:53;31.1;5.25;307.1;1083.2594489908333;299.96;Module 1_4_13;1093.11;163,28;32,67;5,36;175,15;-11,87
31,07.2019 14:35:05;30.6;5.25;307.1;1085.8397515814247;300.25;Module 1_4_13;1095.67;160,65;32,66;5,37;175,57;-14,92
31,07.2019 14:36:22;30.4;4.75;311.6;1134.0916456772065;300.46;Module 1_4_13;1144.31;144,40;31,82;5,62;178,93;-34,53
