date;V;I;T;G;Tamb;Name;G_orig;Pmax;V_sim;I_sim;Pmax_sim;deviation
30,06.2019 06:20:03;25.7;0;286.4;0.0001;288.98;Module 2,4_9;3.81;0,00;0,00;0,00;0,00;0,00
30,06.2019 06:22:00;30.9;0;286.4;0.0001;288.92;Module 2,4_9;4.26;0,00;0,00;0,00;0,00;0,00
30,06.2019 06:24:04;29.7;0;289.4;0.0001;288.9;Module 2,4_9;5.04;0,00;0,00;0,00;0,00;0,00
30,06.2019 06:26:02;32.2;0;289.4;0.0001;288.85;Module 2,4_9;6.54;0,00;0,00;0,00;0,00;0,00
30,06.2019 06:27:58;26.1;0;289.4;0.0001;288.84;Module 2,4_9;7.17;0,00;0,00;0,00;0,00;0,00
30,06.2019 06:29:55;24.8;0;291;0.0001;288.83;Module 2,4_9;7.9;0,00;0,00;0,00;0,00;0,00
30,06.2019 06:31:53;25;0;291;0.0001;288.78;Module 2,4_9;8.4;0,00;0,00;0,00;0,00;0,00
30,06.2019 06:33:50;25;0;288.9;0.0001;288.72;Module 2,4_9;9.29;0,00;0,00;0,00;0,00;0,00
30,06.2019 06:35:47;25.1;0;288.9;0.0001;288.7;Module 2,4_9;10.48;0,00;0,00;0,00;0,00;0,00
30,06.2019 06:37:44;24.7;0;288.4;0.0001;288.69;Module 2,4_9;10.68;0,00;0,00;0,00;0,00;0,00
30,06.2019 06:39:41;25.8;0;288.4;0.0001;288.66;Module 2,4_9;11.5;0,00;0,00;0,00;0,00;0,00
30,06.2019 06:41:37;26.4;0;288.4;0.0001;288.61;Module 2,4_9;12.41;0,00;0,00;0,00;0,00;0,00
30,06.2019 06:43:34;25.9;0;288.9;0.0001;288.6;Module 2,4_9;13.73;0,00;0,00;0,00;0,00;0,00
30,06.2019 06:45:31;25.8;0;288.9;0.0001;288.61;Module 2,4_9;14.21;0,00;0,00;0,00;0,00;0,00
30,06.2019 06:47:34;25.7;0;288.9;0.0001;288.64;Module 2,4_9;14.68;0,00;0,00;0,00;0,00;0,00
30,06.2019 06:50:04;25.6;0;288.9;0.0001;288.6;Module 2,4_9;15.76;0,00;0,00;0,00;0,00;0,00
30,06.2019 06:52:01;25.9;0;288.9;0.0001;288.58;Module 2,4_9;16.67;0,00;0,00;0,00;0,00;0,00
30,06.2019 06:53:58;26;0;288.9;0.0001;288.57;Module 2,4_9;17.56;0,00;0,00;0,00;0,00;0,00
30,06.2019 06:55:55;26.2;0;288.9;0.0001;288.58;Module 2,4_9;18.68;0,00;0,00;0,00;0,00;0,00
30,06.2019 06:57:53;25.7;0;288.9;0.0001;288.65;Module 2,4_9;20.53;0,00;0,00;0,00;0,00;0,00
30,06.2019 06:59:49;25.2;0;288.9;0.0001;288.73;Module 2,4_9;20.97;0,00;0,00;0,00;0,00;0,00
30,06.2019 07:01:46;25.6;0;288.9;0.0001;288.79;Module 2,4_9;21.83;0,00;0,00;0,00;0,00;0,00
30,06.2019 07:03:43;25;0;288.9;0.0001;288.87;Module 2,4_9;24.23;0,00;0,00;0,00;0,00;0,00
30,06.2019 07:05:48;24.4;0;288.9;0.0001;289.08;Module 2,4_9;25.69;0,00;0,00;0,00;0,00;0,00
