date;V;I;T;G;Tamb;Name;G_orig;Pmax;V_sim;I_sim;Pmax_sim;deviation
30,09.2019 08:38:45;29.8;0.1;287.9;15.852180149572588;287.6;Module 1,9_16;20.98;2,98;5,96;0,04;0,25;2,73
30,09.2019 08:41:03;29.5;0.08;287.9;14.868281144767609;287.67;Module 1,9_16;19.4;2,36;5,59;0,04;0,22;2,14
30,09.2019 08:42:57;29.3;0.08;287.9;14.710289282248603;287.73;Module 1,9_16;18.99;2,34;5,53;0,04;0,22;2,13
30,09.2019 08:44:50;28.8;0.07;287.9;12.79717653471788;287.78;Module 1,9_16;16.36;2,02;4,81;0,03;0,16;1,85
30,09.2019 08:46:42;28.4;0.08;287.9;13.038355323549045;287.82;Module 1,9_16;16.52;2,27;4,91;0,03;0,17;2,10
30,09.2019 08:48:49;27.8;0.08;287.9;14.148835940876904;287.86;Module 1,9_16;17.76;2,22;5,32;0,04;0,20;2,02
30,09.2019 08:50:54;27.8;0.08;286.9;15.024843977373113;287.88;Module 1,9_16;18.7;2,22;5,65;0,04;0,23;2,00
30,09.2019 08:52:47;28.4;0.09;286.9;16.038810110210058;287.85;Module 1,9_16;19.82;2,56;6,03;0,04;0,26;2,30
30,09.2019 08:54:40;28.4;0.1;286.9;17.091197152178015;287.82;Module 1,9_16;20.98;2,84;6,43;0,05;0,29;2,55
30,09.2019 08:56:41;28.8;0.09;287.9;17.295985199139494;287.75;Module 1,9_16;21.09;2,59;6,51;0,05;0,30;2,29
30,09.2019 08:58:34;29;0.1;287.9;19.071964590187076;287.71;Module 1,9_16;23.12;2,90;7,17;0,05;0,37;2,53
30,09.2019 09:00:29;29.2;0.08;287.9;15.927167041583841;287.72;Module 1,9_16;19.2;2,34;5,99;0,04;0,26;2,08
30,09.2019 09:02:23;29.1;0;287.9;9.072660105399882;287.75;Module 1,9_16;10.88;0,00;3,41;0,02;0,08;-0,08
30,09.2019 09:04:18;30.2;0;287.9;6.721079945273271;287.77;Module 1,9_16;8.02;0,00;2,53;0,02;0,05;-0,05
30,09.2019 09:06:13;33.3;0;287.9;11.38363798090588;287.69;Module 1,9_16;13.52;0,00;4,28;0,03;0,13;-0,13
30,09.2019 09:08:05;33.3;0;287.9;18.079777212423917;287.51;Module 1,9_16;21.38;0,00;6,80;0,05;0,33;-0,33
30,09.2019 09:10:00;36.9;0;291;26.648316202620567;287.51;Module 1,9_16;31.38;0,00;10,04;0,07;0,72;-0,72
30,09.2019 09:12:15;31.6;0.2;291;37.233397578319995;287.56;Module 1,9_16;43.64;6,32;14,02;0,10;1,40;4,92
30,09.2019 09:14:09;32.1;0.23;291;42.61389839143092;287.6;Module 1,9_16;49.76;7,38;16,05;0,11;1,83;5,55
30,09.2019 09:16:05;32;0.17;290.5;31.36289789784343;287.64;Module 1,9_16;36.49;5,44;11,81;0,08;0,99;4,45
30,09.2019 09:17:58;31.5;0.14;290.5;28.079239330619096;287.69;Module 1,9_16;32.56;4,41;10,58;0,08;0,79;3,62
30,09.2019 09:19:56;31.1;0.15;288.9;29.15106092349629;287.7;Module 1,9_16;33.69;4,67;10,97;0,08;0,86;3,81
30,09.2019 09:21:49;31.2;0.15;288.9;28.320315828827596;287.71;Module 1,9_16;32.63;4,68;10,66;0,08;0,81;3,87
30,09.2019 09:23:42;31.2;0.13;288.9;24.773410750060833;287.73;Module 1,9_16;28.46;4,06;9,32;0,07;0,62;3,44
30,09.2019 09:25:36;30.8;0.12;290.5;23.25473676537723;287.74;Module 1,9_16;26.64;3,70;8,76;0,06;0,55;3,15
30,09.2019 09:27:29;30.3;0.14;290.5;28.83137653188378;287.75;Module 1,9_16;32.94;4,24;10,86;0,08;0,84;3,40
30,09.2019 09:29:23;30.6;0.18;287.9;29.23095606170863;287.75;Module 1,9_16;33.31;5,51;11,00;0,08;0,86;4,65
30,09.2019 09:31:21;30.4;0.18;287.9;37.110184548982716;287.75;Module 1,9_16;42.18;5,47;13,96;0,10;1,39;4,09
30,09.2019 09:33:14;30.9;0.2;287.9;38.961887116700694;287.73;Module 1,9_16;44.18;6,18;14,66;0,10;1,53;4,65
30,09.2019 09:35:34;31.8;0.25;290.5;43.18366822146898;287.74;Module 1,9_16;48.83;7,95;16,27;0,12;1,88;6,07
30,09.2019 09:37:28;31.7;0.18;290.5;33.25414647720539;287.75;Module 1,9_16;37.52;5,71;12,52;0,09;1,11;4,59
30,09.2019 09:39:21;31.5;0.22;290.5;41.219367592581726;287.74;Module 1,9_16;46.41;6,93;15,52;0,11;1,71;5,22
30,09.2019 09:41:15;31.9;0.28;290.5;53.89605472972573;287.71;Module 1,9_16;60.56;8,93;20,30;0,14;2,93;6,00
30,09.2019 09:43:09;32.3;0.41;290.5;77.66740615413224;287.73;Module 1,9_16;87.1;13,24;28,87;0,21;6,07;7,17
30,09.2019 09:45:02;33.5;0.48;290.5;90.8649990481319;287.77;Module 1,9_16;101.71;16,08;31,88;0,26;8,23;7,85
30,09.2019 09:47:08;33.8;0.43;290.5;82.74059076396705;287.84;Module 1,9_16;92.43;14,53;30,27;0,23;6,88;7,66
30,09.2019 09:49:01;33.7;0.27;291;59.192940839390296;287.87;Module 1,9_16;66.01;9,10;22,29;0,16;3,53;5,57
30,09.2019 09:50:59;33.1;0.29;291;54.26627377517451;287.82;Module 1,9_16;60.41;9,60;20,44;0,15;2,97;6,63
30,09.2019 09:52:55;32.9;0.44;291;86.6322999427;287.74;Module 1,9_16;96.28;14,48;31,09;0,24;7,52;6,96
30,09.2019 09:54:52;33.3;0.59;291;114.8741115506025;287.72;Module 1,9_16;127.46;19,65;34,05;0,37;12,48;7,17
30,09.2019 09:56:45;33.4;0.73;291;137.77642646534179;287.85;Module 1,9_16;152.64;24,38;34,99;0,48;16,70;7,68
30,09.2019 09:58:38;34.5;0.58;291;116.01287782709161;288.04;Module 1,9_16;128.34;20,01;34,11;0,37;12,69;7,32
30,09.2019 10:00:31;34.1;0.52;291;95.85548222995561;288.14;Module 1,9_16;105.89;17,73;32,51;0,28;9,09;8,64
30,09.2019 10:02:26;33.8;0.38;291;70.70758551068255;288.2;Module 1,9_16;78;12,84;26,53;0,19;5,04;7,80
30,09.2019 10:04:25;33.3;0.45;291;84.50557662317514;288.18;Module 1,9_16;93.09;14,98;30,65;0,23;7,16;7,82
30,09.2019 10:06:25;33.3;0.44;291;79.4402884837849;288.14;Module 1,9_16;87.39;14,65;29,37;0,22;6,35;8,30
