module;pmpp;month
Module 1,9_9;175,80494982420836;June_2019
String 1,9;172,85222270455287;June_2019
Module 1,9_2;175,80494982420836;June_2019
Module 1,9_3;175,36873100856752;June_2019
Module 1,9_4;177,7566759175863;June_2019
Module 1,9_5;175,07581805460163;June_2019
Module 1,9_6;177,0205897485512;June_2019
Module 1,9_7;173,98676578015684;June_2019
Module 1,9_8;178,72066785766273;June_2019
Module 1,9_1;177,1777966437823;June_2019
Module 1,9_10;165,7961761234688;June_2019
Module 1,9_11;178,2385549619729;June_2019
Module 1,9_12;173,45223966113716;June_2019
Module 1,9_13;173,47815711289797;June_2019
Module 1,9_14;176,81381940222678;June_2019
Module 1,9_15;176,01384319049984;June_2019
Module 1,9_16;176,3985445738879;June_2019
Module 1,9_17;174,74218835514753;June_2019
Module 1,9_18;177,72879200810388;June_2019
