module;pmpp;month
Module 1,8_9;175,83766299163477;October_2019
String 1,8;179,64107511881292;October_2019
Module 1,8_2;181,93756768899763;October_2019
Module 1,8_3;173,0840958424037;October_2019
Module 1,8_4;173,93922835599636;October_2019
Module 1,8_5;178,85028256035852;October_2019
Module 1,8_6;173,94647151583231;October_2019
Module 1,8_7;175,40323783835862;October_2019
Module 1,8_8;173,85142967743425;October_2019
Module 1,8_1;175,36237091052138;October_2019
Module 1,8_10;179,7979547396546;October_2019
Module 1,8_11;177,04026166605422;October_2019
Module 1,8_12;176,0422687245295;October_2019
Module 1,8_13;0;October_2019
Module 1,8_14;179,57207893539993;October_2019
Module 1,8_15;177,6253889976299;October_2019
Module 1,8_16;173,87427378237294;October_2019
Module 1,8_17;173,70779307811887;October_2019
Module 1,8_18;174,44689015034612;October_2019
