date;V;I;T;G;Tamb;Name;G_orig;Pmax;V_sim;I_sim;Pmax_sim;deviation
05,11.2019 09:38:43;29.3;0;278.4;8.13245211196885;281.17;Module 1_4_2;10.05;0,00;3,11;0,02;0,07;-0,07
05,11.2019 09:40:35;28.6;0;278.4;9.11132154552338;281.19;Module 1_4_2;11.21;0,00;3,48;0,02;0,09;-0,09
05,11.2019 09:42:29;28.3;0;280.4;10.72600269651046;281.17;Module 1_4_2;13.14;0,00;4,10;0,03;0,12;-0,12
05,11.2019 09:44:22;26.5;0.07;280.4;12.236887673885018;281.19;Module 1_4_2;14.93;1,86;4,68;0,03;0,16;1,70
05,11.2019 09:46:31;23.6;0.09;280.4;14.036592585414132;281.17;Module 1_4_2;17.05;2,12;5,37;0,04;0,20;1,92
05,11.2019 09:48:23;23.2;0.09;278.4;14.881551024735142;281.16;Module 1_4_2;18.01;2,09;5,69;0,04;0,23;1,86
05,11.2019 09:50:16;23.4;0.09;278.4;14.93459109308992;281.15;Module 1_4_2;18.01;2,11;5,71;0,04;0,23;1,87
05,11.2019 09:52:09;23.2;0.1;278.4;15.443299196685043;281.12;Module 1_4_2;18.56;2,32;5,91;0,04;0,25;2,07
05,11.2019 09:54:21;22;0.1;278.4;16.86381069460679;281.1;Module 1_4_2;20.19;2,20;6,45;0,05;0,30;1,90
05,11.2019 09:56:16;22.4;0.11;277.9;17.93145615855916;281.11;Module 1_4_2;21.4;2,46;6,85;0,05;0,33;2,13
05,11.2019 09:58:11;21.7;0.11;277.9;18.20492108449317;281.1;Module 1_4_2;21.66;2,39;6,96;0,05;0,34;2,04
05,11.2019 10:00:04;20.4;0.13;277.9;20.617819491246504;281.1;Module 1_4_2;24.46;2,65;7,88;0,06;0,44;2,21
05,11.2019 10:02:01;20.4;0.18;277.9;29.08857456661677;281.13;Module 1_4_2;34.41;3,67;11,12;0,08;0,88;2,79
05,11.2019 10:03:54;20.4;0.22;277.9;36.70199329657147;281.14;Module 1_4_2;43.3;4,49;14,03;0,10;1,40;3,09
05,11.2019 10:05:46;33.1;0.18;277.9;32.18175005058569;281.12;Module 1_4_2;37.87;5,96;12,30;0,09;1,07;4,88
05,11.2019 10:07:42;32.8;0.14;280.4;26.2918827471018;281.11;Module 1_4_2;30.86;4,59;10,05;0,07;0,72;3,87
05,11.2019 10:09:51;32.5;0.15;280.4;27.696724427410253;281.1;Module 1_4_2;32.42;4,88;10,59;0,08;0,80;4,08
05,11.2019 10:11:44;33;0.16;282.4;28.9253825909588;281.13;Module 1_4_2;33.78;5,28;11,08;0,08;0,87;4,41
05,11.2019 10:13:38;33.1;0.13;282.4;24.407756187080437;281.2;Module 1_4_2;28.44;4,30;9,34;0,07;0,62;3,68
05,11.2019 10:15:32;32.8;0.1;283.9;19.713285102263498;281.24;Module 1_4_2;22.92;3,28;7,55;0,05;0,41;2,87
05,11.2019 10:17:32;32.6;0.07;283.9;15.748719502267996;281.28;Module 1_4_2;18.27;2,28;6,03;0,04;0,26;2,02
05,11.2019 10:19:26;32.8;0;283.9;12.766295741981432;281.33;Module 1_4_2;14.78;0,00;4,89;0,03;0,17;-0,17
05,11.2019 10:21:20;33.4;0;283.9;10.91342433536079;281.35;Module 1_4_2;12.61;0,00;4,18;0,03;0,12;-0,12
05,11.2019 10:23:13;34.5;0;283.9;12.130675677568327;281.39;Module 1_4_2;13.99;0,00;4,65;0,03;0,15;-0,15
05,11.2019 10:25:33;34.3;0.07;284.4;17.69406165635898;281.41;Module 1_4_2;20.36;2,40;6,78;0,05;0,33;2,07
05,11.2019 10:27:26;35;0.1;284.4;24.51593226832453;281.42;Module 1_4_2;28.16;3,50;9,39;0,07;0,63;2,87
05,11.2019 10:29:20;34.8;0.15;284.4;32.05831671538875;281.43;Module 1_4_2;36.76;5,22;12,28;0,09;1,07;4,15
05,11.2019 10:31:14;34.8;0.19;285.9;37.26602417995942;281.46;Module 1_4_2;42.66;6,61;14,29;0,10;1,45;5,16
05,11.2019 10:33:16;33.3;0.21;285.9;38.4946492891329;281.46;Module 1_4_2;43.99;6,99;14,76;0,10;1,55;5,45
05,11.2019 10:35:09;33.5;0.2;284.4;33.61160674274798;281.5;Module 1_4_2;38.35;6,70;12,88;0,09;1,18;5,52
05,11.2019 10:37:01;32.8;0.15;284.4;26.692709441424817;281.5;Module 1_4_2;30.41;4,92;10,23;0,07;0,74;4,18
05,11.2019 10:38:58;32.2;0.13;284.4;23.085157330081046;281.53;Module 1_4_2;26.26;4,19;8,84;0,06;0,56;3,63
05,11.2019 10:40:52;32;0.13;283.9;24.509461171505613;281.54;Module 1_4_2;27.84;4,16;9,39;0,07;0,63;3,53
05,11.2019 10:42:56;32.3;0.16;283.9;28.126564090780736;281.57;Module 1_4_2;31.9;5,17;10,77;0,08;0,82;4,34
05,11.2019 10:44:48;32.5;0.18;284.4;31.589784098790787;281.6;Module 1_4_2;35.78;5,85;12,10;0,09;1,04;4,81
05,11.2019 10:46:41;32.2;0.21;284.4;36.97973865113682;281.58;Module 1_4_2;41.83;6,76;14,17;0,10;1,43;5,34
05,11.2019 10:48:44;32.6;0.23;284.4;41.33352917352633;281.59;Module 1_4_2;46.69;7,50;15,84;0,11;1,78;5,72
05,11.2019 10:50:37;32.4;0.24;284.4;42.66116471356719;281.58;Module 1_4_2;48.13;7,78;16,35;0,12;1,90;5,88
05,11.2019 10:52:30;32.8;0.24;284.4;41.958342576725926;281.59;Module 1_4_2;47.28;7,87;16,08;0,11;1,84;6,04
05,11.2019 10:54:22;32.9;0.24;284.4;42.15828172020658;281.6;Module 1_4_2;47.45;7,90;16,16;0,11;1,85;6,04
05,11.2019 10:56:18;32.7;0.24;284.4;42.28789170661422;281.61;Module 1_4_2;47.54;7,85;16,20;0,12;1,87;5,98
05,11.2019 10:58:10;32.8;0.24;284.4;41.86266667462426;281.65;Module 1_4_2;47.01;7,87;16,04;0,11;1,83;6,04
05,11.2019 11:00:03;32.5;0.23;284.4;40.81165268398561;281.7;Module 1_4_2;45.78;7,48;15,64;0,11;1,74;5,74
05,11.2019 11:01:56;32.7;0.23;284.4;41.89008845163054;281.75;Module 1_4_2;46.94;7,52;16,05;0,11;1,83;5,69
05,11.2019 11:04:15;32.7;0.27;284.4;48.10863251595102;281.8;Module 1_4_2;53.84;8,83;18,44;0,13;2,41;6,42
05,11.2019 11:06:16;33.4;0.29;284.4;51.93496693788287;281.86;Module 1_4_2;58.06;9,69;19,90;0,14;2,81;6,87
05,11.2019 11:08:09;34.3;0.29;284.4;52.4601270945045;281.93;Module 1_4_2;58.59;9,95;20,10;0,14;2,87;7,08
05,11.2019 11:10:02;32.9;0.28;285.9;51.13876375412636;281.99;Module 1_4_2;57.06;9,21;19,61;0,14;2,73;6,48
05,11.2019 11:11:57;32.9;0.28;285.9;51.61761035956527;282.05;Module 1_4_2;57.54;9,21;19,79;0,14;2,78;6,43
05,11.2019 11:13:50;33.2;0.34;285.9;63.022537882962304;282.13;Module 1_4_2;70.19;11,29;24,16;0,17;4,15;7,14
05,11.2019 11:15:43;33.9;0.45;285.9;81.54598111272037;282.21;Module 1_4_2;90.74;15,25;30,70;0,23;6,93;8,33
05,11.2019 11:17:38;34.8;0.48;285.9;88.1025994647808;282.32;Module 1_4_2;97.95;16,70;32,30;0,25;8,06;8,65
05,11.2019 11:19:56;34.6;0.38;286.4;68.76247646289566;282.42;Module 1_4_2;76.37;13,15;26,33;0,19;4,94;8,21
05,11.2019 11:21:49;34.1;0.31;286.4;56.48225943701297;282.47;Module 1_4_2;62.68;10,57;21,66;0,15;3,33;7,24
05,11.2019 11:23:41;33.9;0.28;286.4;51.494655811408094;282.5;Module 1_4_2;57.1;9,49;19,75;0,14;2,77;6,72
05,11.2019 11:25:37;32.8;0.26;286.4;47.66384153948934;282.49;Module 1_4_2;52.81;8,53;18,28;0,13;2,37;6,15
05,11.2019 11:27:30;32.8;0.25;285.9;46.98649863303386;282.46;Module 1_4_2;52.02;8,20;18,02;0,13;2,31;5,89
05,11.2019 11:29:24;33.3;0.35;285.9;62.37919582151404;282.44;Module 1_4_2;69.01;11,65;23,91;0,17;4,06;7,59
05,11.2019 11:31:17;34.5;0.34;285.9;63.654624366029424;282.45;Module 1_4_2;70.37;11,73;24,40;0,17;4,23;7,50
05,11.2019 11:33:09;33.3;0.29;286.4;55.40762089916099;282.46;Module 1_4_2;61.21;9,66;21,25;0,15;3,21;6,45
05,11.2019 11:35:30;33.2;0.33;286.4;61.27174796854612;282.49;Module 1_4_2;67.63;10,96;23,49;0,17;3,92;7,03
05,11.2019 11:37:23;33.5;0.42;286.4;80.41486435890586;282.54;Module 1_4_2;88.7;14,07;30,36;0,22;6,74;7,33
05,11.2019 11:39:18;34.9;0.45;286.4;82.77289465548841;282.61;Module 1_4_2;91.24;15,71;31,02;0,23;7,14;8,57
05,11.2019 11:41:11;34.5;0.36;286.4;67.35740148780201;282.7;Module 1_4_2;74.2;12,42;25,80;0,18;4,74;7,68
05,11.2019 11:43:11;34.1;0.34;286.4;61.00718477728917;282.75;Module 1_4_2;67.16;11,59;23,39;0,17;3,89;7,71
05,11.2019 11:45:04;34;0.31;286.4;57.426927760466185;282.78;Module 1_4_2;63.18;10,54;22,02;0,16;3,45;7,09
05,11.2019 11:46:57;33.9;0.3;286.4;54.3781164548108;282.78;Module 1_4_2;59.79;10,17;20,85;0,15;3,09;7,08
05,11.2019 11:48:50;33.2;0.29;286.4;52.33506234100646;282.81;Module 1_4_2;57.51;9,63;20,07;0,14;2,86;6,77
05,11.2019 11:50:52;33.1;0.29;286.4;54.36147810774594;282.82;Module 1_4_2;59.7;9,60;20,84;0,15;3,09;6,51
05,11.2019 11:52:45;33.4;0.31;286.4;58.90164810443831;282.84;Module 1_4_2;64.65;10,35;22,59;0,16;3,62;6,73
05,11.2019 11:54:40;33.6;0.34;286.4;66.18143870509319;282.87;Module 1_4_2;72.6;11,42;25,36;0,18;4,58;6,85
05,11.2019 11:56:34;34.4;0.4;287.4;72.15460989055084;282.88;Module 1_4_2;79.11;13,76;27,58;0,20;5,44;8,32
05,11.2019 11:58:27;33.9;0.36;287.4;63.77839223826342;282.89;Module 1_4_2;69.89;12,20;24,45;0,17;4,25;7,95
05,11.2019 12:00:20;33.1;0.24;286.9;46.16218060732132;282.89;Module 1_4_2;50.56;7,94;17,71;0,13;2,23;5,72
05,11.2019 12:02:13;33.9;0.32;286.9;60.64536984916355;282.85;Module 1_4_2;66.39;10,85;23,26;0,17;3,84;7,00
05,11.2019 12:04:06;33.8;0.4;286.9;74.26473578845034;282.89;Module 1_4_2;81.26;13,52;28,34;0,20;5,76;7,76
05,11.2019 12:06:38;34.4;0.4;286.4;74.02846703985884;282.96;Module 1_4_2;80.95;13,76;28,26;0,20;5,72;8,04
05,11.2019 12:08:31;34.5;0.41;286.4;76.00215181499786;283.04;Module 1_4_2;83.07;14,14;28,95;0,21;6,03;8,12
05,11.2019 12:10:28;34.6;0.38;287.4;71.99170320062638;283.12;Module 1_4_2;78.65;13,15;27,52;0,20;5,42;7,73
05,11.2019 12:12:21;34.3;0.39;287.4;71.74858037298048;283.23;Module 1_4_2;78.35;13,38;27,44;0,20;5,38;8,00
05,11.2019 12:14:15;34.7;0.46;287.4;85.97063834466647;283.3;Module 1_4_2;93.84;15,96;31,73;0,24;7,69;8,27
05,11.2019 12:16:08;35;0.54;287.4;98.91131356042227;283.32;Module 1_4_2;107.92;18,90;33,74;0,30;10,00;8,90
05,11.2019 12:18:00;35;0.55;287.4;100.886082892556;283.35;Module 1_4_2;110.03;19,25;33,95;0,31;10,37;8,88
05,11.2019 12:19:53;35;0.43;287.4;78.691964159989;283.42;Module 1_4_2;85.79;15,05;29,80;0,22;6,46;8,59
05,11.2019 12:21:49;34.7;0.38;287.4;71.70361998431235;283.48;Module 1_4_2;78.14;13,19;27,42;0,20;5,37;7,81
05,11.2019 12:23:42;35.2;0.57;288.4;108.6520817728955;283.56;Module 1_4_2;118.36;20,06;34,44;0,34;11,80;8,26
05,11.2019 12:25:35;35.8;0.86;288.4;168.14460827692827;283.67;Module 1_4_2;183.1;30,79;36,45;0,64;23,30;7,49
05,11.2019 12:27:31;36.2;1.1;288.4;218.0355616568982;283.8;Module 1_4_2;237.34;39,82;37,08;0,89;33,17;6,65
05,11.2019 12:29:38;35.8;0.88;290;163.33893009213313;283.96;Module 1_4_2;177.73;31,50;36,09;0,62;22,26;9,24
05,11.2019 12:31:32;36.3;0.63;290;117.32717634179997;284;Module 1_4_2;127.62;22,87;34,70;0,39;13,41;9,46
05,11.2019 12:33:26;34.4;0.36;290;71.5311186395656;283.96;Module 1_4_2;77.78;12,38;27,35;0,20;5,36;7,03
05,11.2019 12:35:19;33.3;0.36;290;66.23718643788096;283.88;Module 1_4_2;72;11,99;25,40;0,18;4,60;7,39
05,11.2019 12:37:44;32.3;0.28;290;49.89146055000609;283.77;Module 1_4_2;54.21;9,04;19,16;0,14;2,61;6,44
