date;V;I;T;G;Tamb;Name;G_orig;Pmax;V_sim;I_sim;Pmax_sim;deviation
30,09.2019 08:38:34;29.6;0.1;290.9;16.08951361529712;287.59;Module 1_4_18;21.09;2,96;6,15;0,04;0,27;2,69
30,09.2019 08:40:51;27.7;0.09;290.9;15.157390337007875;287.67;Module 1_4_18;19.6;2,49;5,80;0,04;0,24;2,25
30,09.2019 08:42:45;27.4;0.09;290.9;14.837462129284209;287.73;Module 1_4_18;18.99;2,47;5,67;0,04;0,23;2,24
30,09.2019 08:44:38;27.4;0.07;290.9;13.00570947636565;287.78;Module 1_4_18;16.49;1,92;4,97;0,04;0,18;1,74
30,09.2019 08:46:31;28.1;0.08;289.4;13.707868836166465;287.82;Module 1_4_18;17.23;2,25;5,23;0,04;0,20;2,05
30,09.2019 08:48:38;28.4;0.08;289.4;14.25741022697682;287.86;Module 1_4_18;17.76;2,27;5,45;0,04;0,21;2,06
30,09.2019 08:50:42;28.7;0.07;289.4;14.81065387985622;287.88;Module 1_4_18;18.3;2,01;5,66;0,04;0,23;1,78
30,09.2019 08:52:36;29.8;0.09;289.4;16.152456095894603;287.85;Module 1_4_18;19.82;2,68;6,17;0,04;0,27;2,41
30,09.2019 08:54:29;29.4;0.1;289.4;16.920941567538836;287.82;Module 1_4_18;20.63;2,94;6,46;0,05;0,30;2,64
30,09.2019 08:56:29;29;0.1;289.4;17.194349451151346;287.76;Module 1_4_18;20.83;2,90;6,57;0,05;0,31;2,59
30,09.2019 08:58:22;27.8;0.11;289.4;19.192423764120516;287.71;Module 1_4_18;23.12;3,06;7,33;0,05;0,38;2,68
30,09.2019 09:00:17;27.9;0.09;289.4;16.22477004808868;287.71;Module 1_4_18;19.44;2,51;6,20;0,04;0,27;2,24
30,09.2019 09:02:11;27.4;0;290.9;10.015474100216245;287.75;Module 1_4_18;11.94;0,00;3,83;0,03;0,10;-0,10
30,09.2019 09:04:07;27.2;0;290.9;6.759872001744376;287.77;Module 1_4_18;8.02;0,00;2,59;0,02;0,05;-0,05
30,09.2019 09:06:01;33.5;0;290.9;11.446893589029724;287.69;Module 1_4_18;13.52;0,00;4,38;0,03;0,14;-0,14
30,09.2019 09:07:54;35.4;0;290.9;16.707087043997767;287.53;Module 1_4_18;19.65;0,00;6,38;0,05;0,29;-0,29
30,09.2019 09:09:48;36.7;0;290.9;26.787924274071617;287.51;Module 1_4_18;31.38;0,00;10,24;0,07;0,75;-0,75
30,09.2019 09:12:04;37.9;0;293.5;36.07684066895718;287.56;Module 1_4_18;42.07;0,00;13,80;0,10;1,36;-1,36
30,09.2019 09:13:57;36.7;0.24;293.5;42.823781596055696;287.6;Module 1_4_18;49.76;8,81;16,38;0,12;1,91;6,90
30,09.2019 09:15:53;30.2;0.18;293.5;31.51312596469973;287.64;Module 1_4_18;36.49;5,44;12,05;0,09;1,03;4,40
30,09.2019 09:17:46;29.5;0.15;293.5;28.21020802750467;287.69;Module 1_4_18;32.56;4,42;10,80;0,08;0,83;3,60
30,09.2019 09:19:44;29.5;0.16;293.5;29.28337233924072;287.7;Module 1_4_18;33.69;4,72;11,20;0,08;0,89;3,83
30,09.2019 09:21:38;29.8;0.16;293.5;29.100165640686544;287.71;Module 1_4_18;33.38;4,77;11,13;0,08;0,88;3,89
30,09.2019 09:23:30;29.3;0.14;293.5;25.466006088434163;287.73;Module 1_4_18;29.13;4,10;9,74;0,07;0,68;3,43
30,09.2019 09:25:24;29.4;0.12;293.5;23.35257627836777;287.74;Module 1_4_18;26.64;3,53;8,94;0,06;0,57;2,96
30,09.2019 09:27:18;29.6;0.14;293.5;26.990493434058116;287.74;Module 1_4_18;30.71;4,14;10,33;0,07;0,76;3,39
30,09.2019 09:29:11;29.8;0.2;293.5;36.62565511583076;287.74;Module 1_4_18;41.57;5,96;14,02;0,10;1,40;4,56
30,09.2019 09:31:10;31.3;0.18;291.4;33.48450813990413;287.75;Module 1_4_18;37.91;5,63;12,80;0,09;1,17;4,47
30,09.2019 09:33:03;31.3;0.21;291.4;39.11147943070546;287.73;Module 1_4_18;44.18;6,57;14,95;0,11;1,59;4,98
30,09.2019 09:35:22;30;0.26;291.4;45.518730429491995;287.75;Module 1_4_18;51.28;7,80;17,41;0,12;2,15;5,65
30,09.2019 09:37:17;30.9;0.2;291.4;33.375418542740015;287.75;Module 1_4_18;37.52;6,18;12,76;0,09;1,16;5,02
30,09.2019 09:39:09;30.4;0.22;293;39.25323125780403;287.73;Module 1_4_18;44.04;6,69;15,02;0,11;1,60;5,08
30,09.2019 09:41:04;30.1;0.28;293;54.08399793184502;287.71;Module 1_4_18;60.56;8,43;20,69;0,15;3,04;5,38
30,09.2019 09:42:58;31.8;0.41;293;75.06019440953008;287.72;Module 1_4_18;83.89;13,04;28,29;0,21;5,85;7,18
30,09.2019 09:44:50;31.8;0.47;293;90.31535056223717;287.77;Module 1_4_18;100.76;14,95;31,57;0,26;8,36;6,59
30,09.2019 09:46:57;32.9;0.46;293;88.60534761644959;287.83;Module 1_4_18;98.66;15,13;31,32;0,26;8,06;7,07
30,09.2019 09:48:49;32.9;0.3;293;59.380960246199464;287.87;Module 1_4_18;66.01;9,87;22,70;0,16;3,67;6,20
30,09.2019 09:50:47;31.8;0.29;293;54.43492378648501;287.82;Module 1_4_18;60.41;9,22;20,82;0,15;3,08;6,14
30,09.2019 09:52:44;31.5;0.43;293;86.89705596905249;287.74;Module 1_4_18;96.28;13,54;31,05;0,25;7,77;5,77
30,09.2019 09:54:41;33.7;0.56;293.5;108.53757473785369;287.72;Module 1_4_18;120.07;18,87;33,19;0,35;11,57;7,30
30,09.2019 09:56:33;34.2;0.74;293.5;141.319794732867;287.81;Module 1_4_18;156.11;25,31;34,53;0,51;17,60;7,71
