date;V;I;T;G;Tamb;Name;G_orig;Pmax;V_sim;I_sim;Pmax_sim;deviation
31,07.2019 14:16:51;33.8;1.88;300;380.35998145380825;292.53;Module 1,1_11;383.99;63,54;34,93;1,78;62,17;1,38
31,07.2019 14:18:04;33.7;2.09;300;433.6338263699924;292.82;Module 1,1_11;437.75;70,43;35,01;2,04;71,58;-1,15
31,07.2019 14:19:20;33.9;2.12;300;461.55340977677065;293.12;Module 1,1_11;465.91;71,87;35,04;2,18;76,50;-4,63
31,07.2019 14:20:34;33.9;2.03;302;436.21514928564216;293.48;Module 1,1_11;440.31;68,82;34,66;2,06;71,34;-2,52
31,07.2019 14:21:48;33.5;3.73;302;839.3540965845798;293.82;Module 1,1_11;847.19;124,95;34,53;4,06;140,23;-15,27
31,07.2019 14:23:13;33.3;6.28;302;1222.5687672279396;294.63;Module 1,1_11;1233.91;209,12;33,93;5,95;202,04;7,09
31,07.2019 14:24:31;32.7;5.74;302;1189.6583481929006;295.75;Module 1,1_11;1200.63;187,70;33,99;5,79;196,89;-9,19
31,07.2019 14:25:44;32.4;5.58;303.5;1128.8362040005395;296.81;Module 1,1_11;1139.19;180,79;33,83;5,49;185,86;-5,07
31,07.2019 14:26:59;30.7;5.34;303.5;1106.0622291893792;297.49;Module 1,1_11;1116.15;163,94;33,88;5,38;182,27;-18,33
31,07.2019 14:29:32;32.7;3.49;303.5;482.0441315876136;298.53;Module 1,1_11;486.39;114,12;34,43;2,29;78,75;35,38
31,07.2019 14:30:48;31.3;5.58;303.5;1154.4420513647347;298.95;Module 1,1_11;1164.79;174,65;33,80;5,62;189,88;-15,23
31,07.2019 14:32:01;31;5.44;303.5;1144.3494177182372;299.39;Module 1,1_11;1154.55;168,64;33,81;5,57;188,30;-19,66
31,07.2019 14:33:13;30.5;5.38;308.1;850.1137788393376;299.79;Module 1,1_11;857.65;164,09;33,45;4,12;137,66;26,43
31,07.2019 14:34:25;30.9;5.31;308.1;1083.5571802926556;300.05;Module 1,1_11;1093.11;164,08;33,12;5,27;174,47;-10,40
31,07.2019 14:35:43;30.3;5.37;308.1;1108.9914117008464;300.35;Module 1,1_11;1118.71;162,71;33,07;5,39;178,40;-15,69
31,07.2019 14:36:58;30.1;5.1;308.1;1149.6531975608518;300.64;Module 1,1_11;1159.67;153,51;33,00;5,59;184,63;-31,12
31,07.2019 14:38:13;30.1;5.46;308.1;1129.4065590567607;300.93;Module 1,1_11;1139.19;164,35;33,04;5,49;181,53;-17,19
31,07.2019 14:39:17;30.9;4.46;308.1;745.4842768143759;301.13;Module 1,1_11;751.91;137,81;33,55;3,60;120,70;17,11
31,07.2019 14:40:32;30.4;5.58;308.1;1152.3550866834412;301.35;Module 1,1_11;1162.23;169,63;33,00;5,61;185,04;-15,41
31,07.2019 14:41:46;30.1;5.77;308.1;1177.7952734085816;301.76;Module 1,1_11;1187.83;173,68;32,95;5,73;188,92;-15,24
31,07.2019 14:43:00;30.1;5.74;316.1;1175.3143428160738;302.17;Module 1,1_11;1185.27;172,77;31,55;5,72;180,42;-7,64
31,07.2019 14:44:14;31.6;2.97;316.1;578.7956964552869;302.5;Module 1,1_11;583.67;93,85;32,20;2,77;89,28;4,57
31,07.2019 14:45:23;29.8;5.29;317.6;889.0138806906241;302.43;Module 1,1_11;896.46;157,64;31,72;4,31;136,64;21,01
31,07.2019 14:46:39;29.6;1.73;317.6;545.8456031659924;302.17;Module 1,1_11;550.39;51,21;31,92;2,61;83,32;-32,11
31,07.2019 14:51:49;30.5;1.54;319.6;324.76244198539797;300.31;Module 1,1_11;327.4;46,97;31,24;1,51;47,29;-0,32
31,07.2019 14:53:03;30.7;1.57;319.6;330.1248731033862;299.98;Module 1,1_11;332.79;48,20;31,27;1,54;48,15;0,05
31,07.2019 14:54:15;30.9;1.94;318.1;429.1853250046453;299.7;Module 1,1_11;432.63;59,95;31,74;2,03;64,48;-4,53
31,07.2019 14:55:36;31.5;2.03;318.1;439.3667955672719;299.61;Module 1,1_11;442.87;63,94;31,76;2,08;66,11;-2,16
31,07.2019 14:57:03;32.5;2.25;318.1;558.7663894546002;299.83;Module 1,1_11;563.19;73,13;31,84;2,67;85,13;-12,01
31,07.2019 14:58:18;32.9;2.74;316.1;474.97287090814865;299.99;Module 1,1_11;478.71;90,15;32,16;2,26;72,60;17,54
31,07.2019 14:59:31;32.9;2.27;316.1;447.0536728985346;299.97;Module 1,1_11;450.55;74,68;32,13;2,12;68,09;6,60
31,07.2019 15:00:46;31.7;2.13;316.1;444.5349195422762;299.88;Module 1,1_11;447.99;67,52;32,13;2,11;67,68;-0,16
31,07.2019 15:01:59;31.8;2.17;315.6;469.9594439138957;299.75;Module 1,1_11;473.59;69,01;32,24;2,23;71,99;-2,98
31,07.2019 15:03:13;30.7;6.28;315.6;1110.1864344651444;300.08;Module 1,1_11;1118.71;192,80;31,74;5,40;171,40;21,40
31,07.2019 15:04:46;31.4;2.6;315.6;523.3631118713193;300.57;Module 1,1_11;527.35;81,64;32,28;2,50;80,62;1,02
