date;V;I;T;G;Tamb;Name;G_orig;Pmax;V_sim;I_sim;Pmax_sim;deviation
05,11.2019 09:29:55;31.4;0;280.4;5.076562117924585;281.13;Module 2,3_4;5.49;0,00;1,88;0,01;0,03;-0,03
05,11.2019 09:31:48;33.5;0;280.4;7.0728860182897835;281.15;Module 2,3_4;7.63;0,00;2,63;0,02;0,05;-0,05
05,11.2019 09:33:41;35;0;280.4;8.418292518107695;281.17;Module 2,3_4;9.06;0,00;3,13;0,02;0,07;-0,07
05,11.2019 09:35:34;28.3;0;284.4;8.567610869472363;281.17;Module 2,3_4;9.2;0,00;3,19;0,02;0,07;-0,07
05,11.2019 09:37:27;27.9;0;284.4;9.09930383151915;281.17;Module 2,3_4;9.75;0,00;3,38;0,02;0,08;-0,08
05,11.2019 09:39:29;27.3;0;282.4;9.923804553005617;281.19;Module 2,3_4;10.61;0,00;3,69;0,03;0,10;-0,10
05,11.2019 09:41:22;28;0;282.4;10.870986915422911;281.18;Module 2,3_4;11.6;0,00;4,04;0,03;0,12;-0,12
05,11.2019 09:43:15;28.5;0;282.4;13.144705563755412;281.19;Module 2,3_4;14;0,00;4,89;0,03;0,17;-0,17
05,11.2019 09:45:08;29.3;0.07;282.4;15.1058822593673;281.19;Module 2,3_4;16.06;2,05;5,62;0,04;0,22;1,83
05,11.2019 09:47:17;30.3;0.08;282.4;16.690442554439556;281.19;Module 2,3_4;17.71;2,42;6,20;0,04;0,27;2,15
05,11.2019 09:49:10;30.6;0.08;283.9;17.076511382088846;281.16;Module 2,3_4;18.09;2,45;6,35;0,05;0,29;2,16
05,11.2019 09:51:02;30.9;0.08;283.9;17.140974378737535;281.12;Module 2,3_4;18.13;2,47;6,38;0,05;0,29;2,18
05,11.2019 09:52:55;31;0.09;284.4;17.95281827542036;281.11;Module 2,3_4;18.96;2,79;6,68;0,05;0,32;2,47
05,11.2019 09:55:07;31.4;0.09;284.4;19.737927300115956;281.1;Module 2,3_4;20.81;2,83;7,34;0,05;0,38;2,44
05,11.2019 09:57:02;31.4;0.09;284.4;20.20277686440251;281.11;Module 2,3_4;21.27;2,83;7,52;0,05;0,40;2,42
05,11.2019 09:58:57;31.5;0.1;284.4;21.20042587357255;281.1;Module 2,3_4;22.29;3,15;7,89;0,06;0,44;2,71
05,11.2019 10:00:51;32.2;0.13;284.4;27.31352757934855;281.12;Module 2,3_4;28.68;4,19;10,16;0,07;0,74;3,45
05,11.2019 10:02:47;32.3;0.18;285.9;36.96029595580838;281.14;Module 2,3_4;38.76;5,81;13,77;0,10;1,35;4,47
05,11.2019 10:04:40;33;0.2;285.9;40.33645872859878;281.14;Module 2,3_4;42.25;6,60;15,02;0,11;1,61;4,99
05,11.2019 10:06:32;33.5;0.15;285.9;31.79953260722103;281.11;Module 2,3_4;33.27;5,02;11,84;0,08;1,00;4,03
05,11.2019 10:08:28;33.3;0.13;285.9;28.917393470306184;281.1;Module 2,3_4;30.22;4,33;10,77;0,08;0,83;3,50
05,11.2019 10:10:37;32.7;0.15;285.9;31.92286014415736;281.09;Module 2,3_4;33.32;4,91;11,88;0,08;1,01;3,90
05,11.2019 10:12:30;33;0.14;285.9;31.332522123507804;281.15;Module 2,3_4;32.67;4,62;11,66;0,08;0,97;3,65
05,11.2019 10:14:25;32.9;0.11;285.9;25.085788797682703;281.21;Module 2,3_4;26.13;3,62;9,34;0,07;0,62;3,00
05,11.2019 10:16:18;32.9;0.08;285.9;19.440363413434007;281.25;Module 2,3_4;20.23;2,63;7,24;0,05;0,37;2,26
05,11.2019 10:18:18;32.2;0;285.9;15.92942832499224;281.32;Module 2,3_4;16.56;0,00;5,93;0,04;0,25;-0,25
05,11.2019 10:20:12;31.6;0;285.9;13.151850121153963;281.33;Module 2,3_4;13.66;0,00;4,90;0,03;0,17;-0,17
05,11.2019 10:22:06;29.9;0;285.9;12.334735515496488;281.37;Module 2,3_4;12.8;0,00;4,59;0,03;0,15;-0,15
05,11.2019 10:23:59;29.2;0.07;285.9;14.717799399147072;281.39;Module 2,3_4;15.26;2,04;5,48;0,04;0,21;1,83
05,11.2019 10:26:20;29.4;0.11;284.4;23.373678770420213;281.42;Module 2,3_4;24.21;3,23;8,70;0,06;0,54;2,70
05,11.2019 10:28:13;29.7;0.15;284.4;29.798218221491883;281.44;Module 2,3_4;30.84;4,46;11,09;0,08;0,88;3,58
05,11.2019 10:30:08;30.2;0.2;284.4;38.13747728622455;281.44;Module 2,3_4;39.44;6,04;14,20;0,10;1,43;4,61
05,11.2019 10:32:00;31.4;0.21;285.9;42.60731385756614;281.46;Module 2,3_4;44.03;6,59;15,87;0,11;1,79;4,80
05,11.2019 10:34:02;33.7;0.2;285.9;41.594607042094545;281.48;Module 2,3_4;42.95;6,74;15,48;0,11;1,71;5,03
05,11.2019 10:35:55;33.6;0.16;286.4;34.07427670119335;281.5;Module 2,3_4;35.16;5,38;12,69;0,09;1,15;4,23
05,11.2019 10:37:48;33.5;0.12;286.4;27.347776791593702;281.52;Module 2,3_4;28.2;4,02;10,19;0,07;0,74;3,28
05,11.2019 10:39:45;32.6;0.12;286.4;25.852575812991375;281.53;Module 2,3_4;26.64;3,91;9,63;0,07;0,66;3,25
05,11.2019 10:41:38;32;0.13;286.4;28.160856319689454;281.55;Module 2,3_4;29;4,16;10,48;0,07;0,78;3,38
05,11.2019 10:43:42;31.9;0.16;286.4;32.756911721536305;281.58;Module 2,3_4;33.71;5,10;12,20;0,09;1,06;4,04
05,11.2019 10:45:35;32.6;0.18;285.9;36.5784362156894;281.59;Module 2,3_4;37.62;5,87;13,62;0,10;1,32;4,55
05,11.2019 10:47:27;32.7;0.21;285.9;42.58293073414775;281.58;Module 2,3_4;43.77;6,87;15,86;0,11;1,79;5,08
05,11.2019 10:49:30;33.5;0.23;285.9;46.48383185250127;281.6;Module 2,3_4;47.75;7,71;17,31;0,12;2,13;5,57
05,11.2019 10:51:23;33.7;0.22;286.4;46.40244568147001;281.58;Module 2,3_4;47.64;7,41;17,28;0,12;2,13;5,29
05,11.2019 10:53:16;33.8;0.23;286.4;46.14484071616549;281.6;Module 2,3_4;47.35;7,77;17,19;0,12;2,10;5,67
05,11.2019 10:55:08;33.8;0.22;286.4;46.344343891663215;281.61;Module 2,3_4;47.53;7,44;17,26;0,12;2,12;5,32
05,11.2019 10:57:04;33.9;0.22;286.4;46.39789459823018;281.64;Module 2,3_4;47.56;7,46;17,28;0,12;2,13;5,33
05,11.2019 10:58:57;33.8;0.21;286.4;45.24967864812075;281.68;Module 2,3_4;46.36;7,10;16,85;0,12;2,02;5,08
