module;pmpp;month
Module 2,2_10;182,65418848606134;August_2019
String 2,2;160,18684906881447;August_2019
Module 2,2_3;179,02232705678844;August_2019
Module 2,2_4;186,5271322464176;August_2019
Module 2,2_6;176,0848382129349;August_2019
Module 2,2_7;176,3965355189528;August_2019
Module 2,2_8;174,33731887407575;August_2019
Module 2,2_9;173,59372459685258;August_2019
Module 2,2_1;178,02192251977652;August_2019
Module 2,2_11;172,4513276032654;August_2019
Module 2,2_12;173,3993854212492;August_2019
Module 2,2_13;176,27194309910843;August_2019
Module 2,2_14;175,90901999127635;August_2019
Module 2,2_15;174,99219148342027;August_2019
Module 2,2_16;176,3462229738003;August_2019
Module 2,2_17;177,4569590625305;August_2019
Module 2,2_18;180,19194259899842;August_2019
