date;V;I;T;G;Tamb;Name;G_orig;Pmax;V_sim;I_sim;Pmax_sim;deviation
30,06.2019 06:44:12;34.8;0;299.1;0.0001;288.6;Module 1_4_5;13.8;0,00;0,00;0,00;0,00;0,00
30,06.2019 06:46:09;35.2;0;299.1;0.0001;288.62;Module 1_4_5;14.55;0,00;0,00;0,00;0,00;0,00
30,06.2019 06:48:12;35.6;0;300.1;0.0001;288.64;Module 1_4_5;14.91;0,00;0,00;0,00;0,00;0,00
30,06.2019 06:50:41;35.6;0;300.1;0.0001;288.59;Module 1_4_5;16.32;0,00;0,00;0,00;0,00;0,00
30,06.2019 06:52:39;35.2;0;300.1;0.0001;288.57;Module 1_4_5;17;0,00;0,00;0,00;0,00;0,00
30,06.2019 06:54:36;36;0;300.1;0.0001;288.58;Module 1_4_5;17.98;0,00;0,00;0,00;0,00;0,00
30,06.2019 06:56:32;36;0;300.1;0.0001;288.6;Module 1_4_5;19.06;0,00;0,00;0,00;0,00;0,00
30,06.2019 06:58:31;36;0;302.7;0.0001;288.69;Module 1_4_5;20.44;0,00;0,00;0,00;0,00;0,00
30,06.2019 07:00:27;36.1;0;302.7;0.0001;288.75;Module 1_4_5;20.99;0,00;0,00;0,00;0,00;0,00
30,06.2019 07:02:24;36.2;0;302.7;0.0001;288.81;Module 1_4_5;22.37;0,00;0,00;0,00;0,00;0,00
30,06.2019 07:04:21;36.3;0;302.7;0.0001;288.92;Module 1_4_5;24.46;0,00;0,00;0,00;0,00;0,00
30,06.2019 07:06:25;36.3;0;302.7;0.0001;289.09;Module 1_4_5;25.4;0,00;0,00;0,00;0,00;0,00
30,06.2019 07:08:22;36.3;0;302.7;0.0001;289.23;Module 1_4_5;26.45;0,00;0,00;0,00;0,00;0,00
30,06.2019 07:10:23;36;0;302.7;0.0001;289.44;Module 1_4_5;28.39;0,00;0,00;0,00;0,00;0,00
30,06.2019 07:12:22;36.2;0;302.7;0.0001;289.63;Module 1_4_5;28.62;0,00;0,00;0,00;0,00;0,00
30,06.2019 07:14:18;35.3;0;302.7;5.51561253992304;289.73;Module 1_4_5;28.71;0,00;2,77;0,01;0,04;-0,04
30,06.2019 07:16:15;36.6;0;302.7;8.29807851222148;289.86;Module 1_4_5;29.48;0,00;4,16;0,02;0,09;-0,09
