date;V;I;T;G;Tamb;Name;G_orig;Pmax;V_sim;I_sim;Pmax_sim;deviation
05,11.2019 09:39:17;28;0;290.1;8.443601496841774;281.18;Module 1,11_6;10.47;0,00;3,20;0,02;0,07;-0,07
05,11.2019 09:41:10;28.2;0;290.1;9.397414386888322;281.18;Module 1,11_6;11.6;0,00;3,57;0,03;0,09;-0,09
05,11.2019 09:43:03;28.8;0.06;290.1;10.975989297674337;281.18;Module 1,11_6;13.49;1,73;4,17;0,03;0,12;1,60
05,11.2019 09:44:57;29.3;0.07;290.1;12.745911787103058;281.19;Module 1,11_6;15.6;2,05;4,84;0,03;0,17;1,88
05,11.2019 09:47:05;29.7;0.08;290.1;14.53479982739839;281.19;Module 1,11_6;17.71;2,38;5,52;0,04;0,22;2,16
05,11.2019 09:48:58;30.5;0.08;291.6;14.902829354294543;281.16;Module 1,11_6;18.09;2,44;5,66;0,04;0,23;2,21
05,11.2019 09:50:51;30.8;0.08;291.6;14.98168459669142;281.13;Module 1,11_6;18.12;2,46;5,70;0,04;0,23;2,23
05,11.2019 09:52:44;30.9;0.09;291.6;15.730759781080845;281.11;Module 1,11_6;18.96;2,78;5,98;0,04;0,25;2,53
05,11.2019 09:54:56;31.3;0.09;291.6;17.33287874077162;281.1;Module 1,11_6;20.81;2,82;6,59;0,05;0,31;2,51
05,11.2019 09:56:50;31.4;0.1;291.6;17.77304538214358;281.11;Module 1,11_6;21.27;3,14;6,75;0,05;0,32;2,82
05,11.2019 09:58:45;31.4;0.1;291.6;18.3230694833427;281.1;Module 1,11_6;21.86;3,14;6,96;0,05;0,34;2,80
05,11.2019 10:00:39;31.9;0.12;291.6;22.74924410372074;281.11;Module 1,11_6;27.06;3,83;8,64;0,06;0,53;3,30
05,11.2019 10:02:36;32.2;0.18;291.6;32.681221339680896;281.14;Module 1,11_6;38.76;5,80;12,42;0,09;1,10;4,70
05,11.2019 10:04:28;33.1;0.2;292.1;35.720485242628556;281.14;Module 1,11_6;42.25;6,62;13,58;0,10;1,31;5,31
05,11.2019 10:06:21;33.3;0.16;292.1;29.431674618627653;281.12;Module 1,11_6;34.72;5,33;11,19;0,08;0,89;4,44
05,11.2019 10:08:17;33.2;0.14;292.1;25.68402434146327;281.1;Module 1,11_6;30.22;4,65;9,76;0,07;0,68;3,97
05,11.2019 10:10:26;32.5;0.15;292.1;28.397951950577117;281.09;Module 1,11_6;33.32;4,88;10,80;0,08;0,83;4,05
05,11.2019 10:12:19;32.8;0.15;292.1;27.90972404952639;281.15;Module 1,11_6;32.67;4,92;10,61;0,08;0,80;4,12
05,11.2019 10:14:13;32.7;0.12;292.1;23.42725055218591;281.2;Module 1,11_6;27.36;3,92;8,91;0,06;0,56;3,36
05,11.2019 10:16:06;32.6;0.09;292.1;17.986798624437178;281.25;Module 1,11_6;20.96;2,93;6,84;0,05;0,33;2,60
05,11.2019 10:18:06;31.8;0.07;292.1;14.819399204793967;281.31;Module 1,11_6;17.23;2,23;5,63;0,04;0,23;2,00
05,11.2019 10:20:01;31.4;0;292.1;11.773525436507814;281.33;Module 1,11_6;13.66;0,00;4,48;0,03;0,14;-0,14
05,11.2019 10:21:55;30.5;0;292.1;10.916330632384081;281.36;Module 1,11_6;12.64;0,00;4,15;0,03;0,12;-0,12
05,11.2019 10:23:47;29.6;0.07;292.1;13.204315737314822;281.39;Module 1,11_6;15.26;2,07;5,02;0,04;0,18;1,89
05,11.2019 10:26:08;29.9;0.1;291.6;19.86132085544592;281.41;Module 1,11_6;22.9;2,99;7,55;0,05;0,40;2,59
05,11.2019 10:28:01;30.3;0.14;291.6;26.79599943169612;281.44;Module 1,11_6;30.84;4,24;10,18;0,07;0,74;3,51
05,11.2019 10:29:56;30.9;0.19;291.6;33.22389707142327;281.45;Module 1,11_6;38.17;5,87;12,63;0,09;1,13;4,74
05,11.2019 10:31:49;31.7;0.22;292.1;38.38962764335844;281.46;Module 1,11_6;44.03;6,97;14,59;0,10;1,51;5,46
05,11.2019 10:33:51;33.5;0.21;292.1;37.514554951884264;281.48;Module 1,11_6;42.95;7,04;14,26;0,10;1,44;5,59
05,11.2019 10:35:43;33.4;0.17;292.1;32.193747923332694;281.5;Module 1,11_6;36.8;5,68;12,23;0,09;1,06;4,61
05,11.2019 10:37:36;33.3;0.13;292.1;24.708502174758088;281.52;Module 1,11_6;28.2;4,33;9,39;0,07;0,63;3,70
05,11.2019 10:39:33;32.7;0.12;293.1;23.053393138963465;281.53;Module 1,11_6;26.27;3,92;8,77;0,06;0,55;3,38
05,11.2019 10:41:26;32.2;0.13;293.1;25.48640411848647;281.55;Module 1,11_6;29;4,19;9,69;0,07;0,67;3,52
05,11.2019 10:43:30;32;0.15;293.1;29.09986475119775;281.58;Module 1,11_6;33.06;4,80;11,06;0,08;0,87;3,93
05,11.2019 10:45:23;32.5;0.18;293.1;33.159405381009535;281.59;Module 1,11_6;37.62;5,85;12,61;0,09;1,13;4,72
05,11.2019 10:47:16;32.8;0.21;293.1;37.80242592674147;281.58;Module 1,11_6;42.83;6,89;14,38;0,10;1,47;5,42
