module;pmpp;month
Module 1,1_9;173,82553625758044;October_2019
String 1,1;184,48567189539017;October_2019
Module 1,1_2;166,83352618802633;October_2019
Module 1,1_3;172,34096753180924;October_2019
Module 1,1_4;176,7519967129682;October_2019
Module 1,1_5;178,0536254936472;October_2019
Module 1,1_6;169,82871596900185;October_2019
Module 1,1_7;171,14589782781266;October_2019
Module 1,1_8;177,40315612727943;October_2019
Module 1,1_1;175,1107588138047;October_2019
Module 1,1_10;170,9631833603785;October_2019
Module 1,1_11;172,58322721046156;October_2019
Module 1,1_12;172,93505842308022;October_2019
Module 1,1_13;178,9400793753179;October_2019
Module 1,1_14;181,60339395439277;October_2019
Module 1,1_15;171,41200356020678;October_2019
Module 1,1_16;173,1227334535483;October_2019
Module 1,1_17;171,7448925646499;October_2019
Module 1,1_18;180,084183141983;October_2019
