date;V;I;T;G;Tamb;Name;G_orig;Pmax;V_sim;I_sim;Pmax_sim;deviation
30,06.2019 12:00:08;30.1;4.5;325.2;903.0456632177509;310.74;Module 1_4_16;910.62;135,45;30,12;4,45;134,16;1,29
30,06.2019 12:01:58;30.1;4.5;327.2;906.4330702247101;310.78;Module 1_4_16;913.96;135,45;29,76;4,47;133,03;2,42
30,06.2019 12:03:49;29.9;4.6;327.2;909.3153234894583;310.94;Module 1_4_16;916.79;137,54;29,75;4,49;133,44;4,10
30,06.2019 12:05:37;30.1;4.5;327.2;909.507357156701;310.85;Module 1_4_16;916.91;135,45;29,75;4,49;133,47;1,98
30,06.2019 12:07:43;29.8;4.6;327.2;914.8198502895932;311.14;Module 1_4_16;922.18;137,08;29,74;4,51;134,23;2,85
30,06.2019 12:09:37;29.7;4.6;327.2;921.0770142092272;311.14;Module 1_4_16;928.41;136,62;29,73;4,54;135,12;1,50
30,06.2019 12:11:25;29.7;4.6;327.2;925.8721385978569;311.03;Module 1_4_16;933.17;136,62;29,73;4,57;135,80;0,82
30,06.2019 12:13:18;29.7;4.6;327.2;928.4680669014758;311.25;Module 1_4_16;935.71;136,62;29,72;4,58;136,17;0,45
30,06.2019 12:15:07;29.6;4.7;327.2;929.9002043397832;311.31;Module 1_4_16;937.08;139,12;29,72;4,59;136,37;2,75
30,06.2019 12:16:58;29.6;4.7;327.2;931.1944834100944;311.49;Module 1_4_16;938.31;139,12;29,72;4,59;136,56;2,56
30,06.2019 12:18:54;29.6;4.7;327.2;936.3327538228768;311.55;Module 1_4_16;943.41;139,12;29,70;4,62;137,29;1,83
30,06.2019 12:20:49;29.6;4.7;327.2;939.8329436566453;311.72;Module 1_4_16;946.86;139,12;29,70;4,64;137,78;1,34
30,06.2019 12:22:38;29.6;4.7;327.2;941.8402822934656;312.09000000000003;Module 1_4_16;948.81;139,12;29,70;4,65;138,07;1,05
30,06.2019 12:24:43;29.6;4.7;327.2;942.9545701291233;312.32;Module 1_4_16;949.85;139,12;29,70;4,65;138,23;0,89
30,06.2019 12:26:40;29.6;4.7;327.7;947.8161652411675;312.3;Module 1_4_16;954.67;139,12;29,59;4,68;138,49;0,63
30,06.2019 12:28:40;29.6;4.7;327.7;952.3920869193346;312.3;Module 1_4_16;959.2;139,12;29,59;4,70;139,13;-0,01
30,06.2019 12:30:32;29.6;4.7;329.2;954.5799193184239;312.07;Module 1_4_16;961.33;139,12;29,32;4,71;138,15;0,97
30,06.2019 12:32:24;29.6;4.8;329.2;957.7905182811062;312.1;Module 1_4_16;964.49;142,08;29,31;4,73;138,60;3,48
30,06.2019 12:34:19;29.6;4.8;329.2;966.0581772169453;312.03;Module 1_4_16;972.74;142,08;29,30;4,77;139,75;2,33
30,06.2019 12:36:24;29.6;4.8;329.2;967.7482072088765;311.63;Module 1_4_16;974.36;142,08;29,30;4,78;139,99;2,09
30,06.2019 12:38:22;29.5;4.8;329.2;968.926946421364;311.58;Module 1_4_16;975.47;141,60;29,29;4,79;140,15;1,45
30,06.2019 12:40:16;29.5;4.8;329.2;973.9670855698057;311.55;Module 1_4_16;980.47;141,60;29,28;4,81;140,85;0,75
30,06.2019 12:42:17;29.6;4.8;329.2;979.1313307809556;311.52;Module 1_4_16;985.59;142,08;29,27;4,84;141,57;0,51
30,06.2019 12:44:07;29.6;4.8;329.2;979.2020717868938;311.77;Module 1_4_16;985.59;142,08;29,27;4,84;141,58;0,50
30,06.2019 12:46:10;29.5;4.8;329.2;981.8243986215733;311.89;Module 1_4_16;988.15;141,60;29,27;4,85;141,94;-0,34
30,06.2019 12:48:01;29.5;4.8;329.2;986.982868486719;312.09000000000003;Module 1_4_16;993.27;141,60;29,26;4,88;142,66;-1,06
30,06.2019 12:50:07;29.7;4.9;329.2;984.5193552607017;312.53;Module 1_4_16;990.71;145,53;29,27;4,86;142,32;3,21
30,06.2019 12:52:03;29.7;4.9;329.2;982.0487243899555;312.96;Module 1_4_16;988.15;145,53;29,27;4,85;141,97;3,56
30,06.2019 12:54:14;29.4;5;329.2;982.1311967183669;313.21;Module 1_4_16;988.15;147,00;29,27;4,85;141,98;5,02
30,06.2019 12:56:09;29.4;4.9;329.2;984.7478612558787;313.32;Module 1_4_16;990.71;144,06;29,27;4,86;142,35;1,71
30,06.2019 12:58:05;29.4;4.8;329.2;987.3652262346951;313.54;Module 1_4_16;993.27;141,12;29,26;4,88;142,71;-1,59
30,06.2019 13:00:02;29.4;4.9;329.7;989.9832958460349;313.90999999999997;Module 1_4_16;995.83;144,06;29,16;4,89;142,62;1,44
30,06.2019 13:01:57;29.4;4.9;329.7;995.1453559094471;313.67;Module 1_4_16;1000.95;144,06;29,16;4,92;143,34;0,72
30,06.2019 13:03:54;29.5;5;329.7;995.2184498515195;313.5;Module 1_4_16;1000.95;147,50;29,16;4,92;143,35;4,15
30,06.2019 13:05:49;29.5;4.9;329.7;997.8355514487175;313.45;Module 1_4_16;1003.51;144,55;29,15;4,93;143,71;0,84
30,06.2019 13:07:53;29.4;4.9;329.7;995.3669197868982;313.40999999999997;Module 1_4_16;1000.95;144,06;29,16;4,92;143,37;0,69
30,06.2019 13:09:50;29.4;5;331.3;997.9851142782843;313.57;Module 1_4_16;1003.51;147,00;28,86;4,93;142,28;4,72
30,06.2019 13:11:49;29.4;4.9;331.3;998.0585734888327;314.03;Module 1_4_16;1003.51;144,06;28,85;4,93;142,29;1,77
30,06.2019 13:13:46;29.1;4.9;331.3;1000.6768349165551;314.23;Module 1_4_16;1006.07;142,59;28,86;4,94;142,64;-0,05
30,06.2019 13:15:36;29.3;5;330.7;1005.8373736040271;314.02;Module 1_4_16;1011.19;146,50;28,95;4,97;143,89;2,61
30,06.2019 13:17:48;29.1;5.1;330.7;1005.9186965786641;314.14;Module 1_4_16;1011.19;148,41;28,95;4,97;143,90;4,51
30,06.2019 13:19:39;29;5;330.7;1003.440044221712;314.27;Module 1_4_16;1008.63;145,00;28,96;4,96;143,57;1,43
30,06.2019 13:21:36;29;5;330.7;1006.0585324574887;314.49;Module 1_4_16;1011.19;145,00;28,95;4,97;143,92;1,08
30,06.2019 13:23:44;29.1;5;330.7;1001.0422926936448;314.76;Module 1_4_16;1006.07;145,50;28,97;4,94;143,24;2,26
30,06.2019 13:25:39;29;5;330.7;1006.206749071368;315.01;Module 1_4_16;1011.19;145,00;28,95;4,97;143,94;1,06
