module;pmpp;month
Module 1_4_9;180,23521844335798;July_2019
String 1,4;181,87952139902606;July_2019
Module 1_4_2;178,51084940980456;July_2019
Module 1_4_3;173,5071935875017;July_2019
Module 1_4_4;179,74973194993802;July_2019
Module 1_4_5;185,39489978338045;July_2019
Module 1_4_6;173,24292045083004;July_2019
Module 1_4_7;179,6222917090047;July_2019
Module 1_4_8;187,712629883336;July_2019
Module 1_4_1;207,50593123329145;July_2019
Module 1_4_10;177,675472919527;July_2019
Module 1_4_11;180,7660019857241;July_2019
Module 1_4_12;179,4396022851989;July_2019
Module 1_4_13;175,461333089534;July_2019
Module 1_4_14;177,61118481120957;July_2019
Module 1_4_16;176,43485071879527;July_2019
Module 1_4_17;179,06417088394764;July_2019
Module 1_4_18;179,46937145166896;July_2019
