date;V;I;T;G;Tamb;Name;G_orig;Pmax;V_sim;I_sim;Pmax_sim;deviation
30,06.2019 11:59:28;29.6;4.5;326.2;901.2667091546709;310.76;Module 1,5_12;909.63;133,20;29,97;4,46;133,67;-0,47
30,06.2019 12:01:16;29.5;4.5;328.2;904.4456497593645;310.76;Module 1,5_12;912.75;132,75;29,61;4,48;132,50;0,25
30,06.2019 12:03:06;29.6;4.6;328.2;906.6252718187004;310.88;Module 1,5_12;914.86;136,16;29,60;4,49;132,82;3,34
30,06.2019 12:04:57;29.5;4.5;328.2;910.0245241184334;310.90999999999997;Module 1,5_12;918.2;132,75;29,60;4,50;133,31;-0,56
30,06.2019 12:07:02;29.5;4.6;328.2;914.6343392816409;311.06;Module 1,5_12;922.75;135,70;29,59;4,53;133,98;1,72
30,06.2019 12:08:55;29.5;4.7;328.2;919.264532331466;311.26;Module 1,5_12;927.33;138,65;29,59;4,55;134,64;4,01
30,06.2019 12:10:45;29.1;4.7;328.2;924.1503681290143;310.99;Module 1,5_12;932.17;136,77;29,58;4,58;135,35;1,42
30,06.2019 12:12:33;29.2;4.7;328.2;928.8465616103535;311.21;Module 1,5_12;936.82;137,24;29,58;4,60;136,03;1,21
30,06.2019 12:14:26;29.4;4.7;328.2;928.6188581448412;311.26;Module 1,5_12;936.5;138,18;29,58;4,60;135,99;2,19
30,06.2019 12:16:15;29.2;4.7;328.2;930.7277262427028;311.45;Module 1,5_12;938.54;137,24;29,57;4,61;136,30;0,94
30,06.2019 12:18:11;29.1;4.8;328.2;938.3561791205021;311.58;Module 1,5_12;946.14;139,68;29,56;4,65;137,39;2,29
30,06.2019 12:20:04;29.2;4.7;328.2;938.2961724911984;311.54;Module 1,5_12;945.99;137,24;29,56;4,65;137,39;-0,15
30,06.2019 12:21:57;29.1;4.7;328.2;939.2176311497723;311.93;Module 1,5_12;946.83;136,77;29,56;4,65;137,52;-0,75
