date;V;I;T;G;Tamb;Name;G_orig;Pmax;V_sim;I_sim;Pmax_sim;deviation
01,09.2019 09:39:27;34.2;1.53;306;310.06210210831443;298.48;Module 1,9_11;332.79;52,33;34,34;1,30;44,62;7,70
01,09.2019 09:41:23;34.2;1.58;306;324.7357474830304;298.77;Module 1,9_11;348.15;54,04;34,41;1,38;47,33;6,70
01,09.2019 09:43:15;34.2;1.52;307.6;304.51458243670174;299;Module 1,9_11;326.13;51,98;34,03;1,27;43,34;8,64
01,09.2019 09:45:10;34.1;1.42;307.6;287.3430781897368;299.19;Module 1,9_11;307.42;48,42;33,93;1,18;40,20;8,23
01,09.2019 10:15:38;33.6;1.21;306;390.2709261732821;297.66;Module 1,9_11;412.15;40,66;34,64;1,72;59,44;-18,78
01,09.2019 10:20:01;34.5;2.01;307.6;302.59935327273996;298.32;Module 1,9_11;319.1;69,34;34,02;1,26;42,99;26,35
01,09.2019 10:22:09;33.7;2.72;307.6;536.8585043028976;298.85;Module 1,9_11;565.75;91,66;34,52;2,48;85,67;5,99
01,09.2019 10:24:05;34.1;2.75;307.6;471.55021133798255;299.55;Module 1,9_11;496.63;93,78;34,48;2,14;73,87;19,91
01,09.2019 10:25:58;33.6;1.69;307.6;335.6207230334454;300.05;Module 1,9_11;353.27;56,78;34,19;1,43;49,05;7,74
01,09.2019 10:39:34;33.6;2.79;309.6;573.6781421934559;299.68;Module 1,9_11;601.59;93,74;34,16;2,68;91,46;2,28
01,09.2019 10:41:28;34;2.89;310.1;595.9333455152563;300.24;Module 1,9_11;624.63;98,26;34,06;2,79;95,18;3,08
01,09.2019 10:45:14;33.5;2.98;310.1;613.5917358504197;301.08;Module 1,9_11;642.55;99,83;34,05;2,89;98,28;1,55
01,09.2019 10:47:10;33.6;3.04;310.1;618.762643958649;301.83;Module 1,9_11;647.67;102,14;34,05;2,91;99,19;2,95
01,09.2019 10:49:03;33.3;2.68;310.1;552.9677572785707;302.39;Module 1,9_11;578.55;89,24;34,08;2,57;87,59;1,65
01,09.2019 10:50:56;33.3;2.87;310.1;587.4728687472069;302.8;Module 1,9_11;614.39;95,57;34,07;2,75;93,69;1,88
01,09.2019 10:52:52;33.3;2.94;310.1;592.6220292983976;303.1;Module 1,9_11;619.51;97,90;34,06;2,78;94,60;3,30
01,09.2019 10:54:46;32.9;2.54;310.1;573.2669717576106;303.17;Module 1,9_11;599.03;83,57;34,07;2,68;91,18;-7,62
01,09.2019 10:56:48;32.4;2.87;310.1;573.514492731347;303.05;Module 1,9_11;599.03;92,99;34,07;2,68;91,23;1,76
01,09.2019 10:58:43;33.2;2.92;315.6;605.6182591637862;303.46;Module 1,9_11;632.31;96,94;33,09;2,85;94,44;2,50
01,09.2019 11:00:36;32.9;2.91;315.6;610.7565755642073;303.58;Module 1,9_11;637.43;95,74;33,09;2,88;95,32;0,42
01,09.2019 11:02:28;33.1;3;315.6;628.5636957266488;303.57;Module 1,9_11;655.77;99,30;33,08;2,97;98,35;0,95
01,09.2019 11:04:27;33;3.21;315.6;661.3527124439302;303.58;Module 1,9_11;689.71;105,93;33,05;3,14;103,90;2,03
01,09.2019 11:06:22;32.6;1.98;315.6;373.249300179742;303.45;Module 1,9_11;389.11;64,55;32,91;1,64;54,12;10,43
01,09.2019 11:08:14;32.9;3.24;315.6;668.9685860458692;303.22;Module 1,9_11;697.15;106,60;33,05;3,18;105,19;1,41
01,09.2019 11:10:16;33.1;3.21;315.6;664.2189407307106;303.03;Module 1,9_11;691.94;106,25;33,05;3,16;104,39;1,86
01,09.2019 11:12:09;33.1;3.19;315.6;659.6637868194199;303.11;Module 1,9_11;686.96;105,59;33,05;3,13;103,62;1,97
01,09.2019 11:14:03;33.1;3.24;317.6;666.4958718491398;303.1;Module 1,9_11;693.84;107,24;32,70;3,17;103,76;3,49
01,09.2019 11:15:55;33.1;3.06;317.6;627.2683301569573;303.16;Module 1,9_11;652.79;101,29;32,73;2,97;97,19;4,10
01,09.2019 11:17:48;33;3.24;317.6;669.1975246145059;303.38;Module 1,9_11;696.2;106,92;32,70;3,19;104,21;2,71
01,09.2019 11:19:45;32.9;3.22;316.1;663.5522090491224;303.64;Module 1,9_11;690.1;105,94;32,96;3,16;104,02;1,92
01,09.2019 11:21:38;32.9;3.23;316.1;666.9812415021732;303.72;Module 1,9_11;693.45;106,27;32,96;3,17;104,60;1,67
01,09.2019 11:23:33;32.8;3.27;316.1;672.0863761478464;303.78;Module 1,9_11;698.54;107,26;32,95;3,20;105,46;1,80
01,09.2019 11:25:26;32.7;3.28;316.1;674.9159923996558;303.78;Module 1,9_11;701.27;107,26;32,95;3,21;105,93;1,32
01,09.2019 11:27:21;32.6;3.31;316.1;681.1648458107395;303.88;Module 1,9_11;707.55;107,91;32,95;3,25;106,98;0,92
01,09.2019 11:29:15;32.6;3.29;316.1;685.331962341581;303.99;Module 1,9_11;711.67;107,25;32,94;3,27;107,68;-0,43
01,09.2019 11:31:09;32.7;3.33;316.1;692.9561119606647;304.07;Module 1,9_11;719.38;108,89;32,93;3,31;108,96;-0,07
01,09.2019 11:33:03;32.7;3.05;316.1;632.3142492609155;303.82;Module 1,9_11;656.24;99,73;32,99;2,99;98,75;0,99
01,09.2019 11:35:21;32.7;3.42;316.1;711.1974958358649;303.92;Module 1,9_11;737.86;111,83;32,91;3,40;112,01;-0,17
01,09.2019 11:37:23;32.5;3.46;316.1;717.2957348818572;304.11;Module 1,9_11;743.97;112,45;32,91;3,43;113,02;-0,57
01,09.2019 11:39:16;32.3;3.5;316.1;717.2835233763764;304.15;Module 1,9_11;743.76;113,05;32,91;3,43;113,02;0,03
01,09.2019 11:41:09;32.2;3.55;316.1;730.2812904287148;304.59;Module 1,9_11;757.04;114,31;32,88;3,50;115,18;-0,87
01,09.2019 11:43:04;32.2;3.54;316.1;730.3658754738558;304.82;Module 1,9_11;756.93;113,99;32,88;3,50;115,20;-1,21
01,09.2019 11:45:09;32.1;3.59;316.1;739.285152318062;305.12;Module 1,9_11;765.96;115,24;32,88;3,55;116,68;-1,44
01,09.2019 11:47:03;32.1;3.59;321.7;737.5198792599341;305.36;Module 1,9_11;763.94;115,24;31,90;3,55;113,15;2,09
01,09.2019 11:48:55;32.1;3.55;321.7;733.3237617097532;305.69;Module 1,9_11;759.41;113,95;31,90;3,53;112,48;1,48
01,09.2019 11:50:55;32.1;3.62;321.7;743.169519741412;305.67;Module 1,9_11;769.41;116,20;31,89;3,58;114,06;2,14
01,09.2019 11:52:52;31.8;3.64;321.7;746.4523031591597;305.75;Module 1,9_11;772.62;115,75;31,88;3,59;114,58;1,17
01,09.2019 11:54:44;31.8;3.67;321.7;755.43716333223;305.92;Module 1,9_11;781.74;116,71;31,88;3,64;116,02;0,68
01,09.2019 11:56:40;31.7;3.61;322.2;741.018940292147;305.90999999999997;Module 1,9_11;766.64;114,44;31,80;3,57;113,42;1,02
01,09.2019 11:58:33;31.7;3.68;322.2;754.5369905816146;305.83;Module 1,9_11;780.45;116,66;31,79;3,64;115,58;1,08
01,09.2019 12:00:26;31.7;3.73;322.2;768.9577163163483;305.92;Module 1,9_11;795.19;118,24;31,77;3,71;117,88;0,36
01,09.2019 12:02:20;31.8;3.54;323.7;734.9837227188486;305.78;Module 1,9_11;759.89;112,57;31,55;3,54;111,58;0,99
01,09.2019 12:04:16;31.7;2.87;323.7;515.1310536137419;305.78;Module 1,9_11;532.47;90,98;31,68;2,40;75,88;15,10
01,09.2019 12:06:09;32;3.09;323.7;647.1583051175731;305.69;Module 1,9_11;668.8;98,88;31,64;3,08;97,50;1,38
01,09.2019 12:08:05;32;2.98;323.7;642.8539723736582;305.79;Module 1,9_11;664.21;95,36;31,65;3,06;96,80;-1,44
01,09.2019 12:10:00;31.9;3.66;323.7;756.4044742303431;305.76;Module 1,9_11;781.37;116,75;31,52;3,65;114,97;1,78
01,09.2019 12:11:53;32.2;3.95;323.7;793.1662093459896;305.8;Module 1,9_11;819.18;127,19;31,46;3,84;120,76;6,43
01,09.2019 12:13:52;31.7;4.04;323.7;842.0060487907433;306.1;Module 1,9_11;869.44;128,07;31,38;4,09;128,38;-0,31
01,09.2019 12:15:46;31.7;4.03;323.7;826.5575491241045;306.18;Module 1,9_11;853.32;127,75;31,41;4,01;125,98;1,77
01,09.2019 12:17:39;31.6;4.08;323.7;830.5821965344276;306.28;Module 1,9_11;857.31;128,93;31,41;4,03;126,61;2,32
01,09.2019 12:19:31;31.6;3.74;323.7;779.9817377474085;306.48;Module 1,9_11;804.93;118,18;31,48;3,77;118,69;-0,51
01,09.2019 12:21:26;31.4;3.33;323.7;716.3282111574277;306.57;Module 1,9_11;739.1;104,56;31,57;3,44;108,61;-4,05
01,09.2019 12:23:21;31.6;4.07;323.7;837.2168919103447;306.65999999999997;Module 1,9_11;863.67;128,61;31,39;4,07;127,64;0,97
01,09.2019 12:25:17;31.4;2.09;323.7;661.9710370117133;306.46;Module 1,9_11;682.76;65,63;31,63;3,16;99,89;-34,26
01,09.2019 12:27:13;31;2.53;323.7;526.2817377977148;306.25;Module 1,9_11;542.71;78,43;31,69;2,45;77,73;0,70
01,09.2019 12:29:06;32;3.82;323.7;580.9990248154548;306.03;Module 1,9_11;599.03;122,24;31,68;2,74;86,73;35,51
01,09.2019 12:30:59;31.8;3.91;323.7;871.0626519249956;305.54;Module 1,9_11;897.94;124,34;31,33;4,24;132,87;-8,54
01,09.2019 12:32:52;32.1;4.04;323.7;840.5617200387024;305.53;Module 1,9_11;866.35;129,68;31,38;4,08;128,16;1,53
01,09.2019 12:34:44;31.8;4.27;323.7;886.0290979487418;305.79;Module 1,9_11;913.06;135,79;31,30;4,32;135,18;0,61
01,09.2019 12:36:37;31.7;4.32;323.7;896.9007229793779;305.98;Module 1,9_11;924.11;136,94;31,28;4,37;136,84;0,10
01,09.2019 12:38:30;31.6;3.96;323.7;820.9141938295027;306.28;Module 1,9_11;845.68;125,14;31,42;3,98;125,10;0,03
01,09.2019 12:40:25;31.7;4.33;323.7;935.5245761632689;306.64;Module 1,9_11;963.59;137,26;31,20;4,57;142,73;-5,47
01,09.2019 12:42:18;31.6;4.46;323.7;928.4001400604511;306.47;Module 1,9_11;956.1;140,94;31,22;4,54;141,65;-0,71
01,09.2019 12:44:12;31.3;4.49;323.7;925.992537180705;306.54;Module 1,9_11;953.47;140,54;31,23;4,52;141,28;-0,74
01,09.2019 12:46:26;31;4.89;324.2;1014.5554057229144;307.21;Module 1,9_11;1044.47;151,59;30,95;4,98;154,17;-2,58
01,09.2019 12:48:19;30.9;4.75;324.2;749.5754832512816;307.81;Module 1,9_11;771.56;146,78;31,44;3,61;113,59;33,18
01,09.2019 12:50:17;31.1;2.38;324.2;480.06709496976964;307.68;Module 1,9_11;494.07;74,02;31,58;2,21;69,89;4,12
01,09.2019 12:52:11;31.3;2.97;325.7;634.3829212146265;307.67;Module 1,9_11;652.79;92,96;31,30;3,02;94,44;-1,48
01,09.2019 12:54:06;31.4;2.47;325.7;510.0675631705846;307.32;Module 1,9_11;524.79;77,56;31,33;2,37;74,30;3,26
01,09.2019 12:55:59;31.7;2.48;325.7;507.65202325038706;307.1;Module 1,9_11;522.23;78,62;31,33;2,36;73,90;4,71
01,09.2019 12:57:52;31.7;1.91;325.7;375.81252711618976;306.67;Module 1,9_11;386.55;60,55;31,13;1,67;52,13;8,42
01,09.2019 12:59:45;32.2;2.96;325.7;597.4067388931854;306.39;Module 1,9_11;614.39;95,31;31,32;2,83;88,50;6,82
01,09.2019 13:01:39;32.4;4.96;325.7;1020.7179137077635;306.5;Module 1,9_11;1049.59;160,70;30,67;5,01;153,79;6,91
01,09.2019 13:03:32;31.8;3.75;325.7;667.7741094923972;306.97;Module 1,9_11;686.57;119,25;31,27;3,19;99,78;19,47
01,09.2019 13:05:25;31.8;4.89;325.7;1008.5406931273692;307.3;Module 1,9_11;1036.79;155,50;30,70;4,95;152,01;3,49
01,09.2019 13:07:31;31.8;5.71;325.7;1173.0687440147651;308;Module 1,9_11;1205.75;181,58;30,31;5,79;175,66;5,92
01,09.2019 13:09:32;30.8;4.8;323.7;948.3249073620862;308.42;Module 1,9_11;974.61;147,84;31,18;4,64;144,67;3,17
01,09.2019 13:11:27;31.1;5.11;323.7;984.0458583809285;308.4;Module 1,9_11;1011.19;158,92;31,10;4,82;150,04;8,88
01,09.2019 13:13:20;30.7;2.65;323.7;573.0565834770638;308.09000000000003;Module 1,9_11;588.79;81,35;31,69;2,70;85,43;-4,07
01,09.2019 13:15:14;32.1;5.73;325.7;1071.5088570216944;307.53;Module 1,9_11;1100.79;183,93;30,56;5,27;161,18;22,75
01,09.2019 13:17:07;31.2;2.61;325.7;530.8304912450922;306.98;Module 1,9_11;545.27;81,43;31,33;2,48;77,69;3,74
01,09.2019 13:19:01;30.9;2.24;325.7;471.0746387521041;306.49;Module 1,9_11;483.83;69,22;31,30;2,17;67,89;1,32
01,09.2019 13:20:55;31.5;2.29;325.7;468.6381479239356;305.71;Module 1,9_11;481.27;72,14;31,30;2,16;67,49;4,64
01,09.2019 13:22:50;31.6;2.11;325.7;436.2834938688732;305.11;Module 1,9_11;447.99;66,68;31,26;1,99;62,16;4,52
01,09.2019 13:24:44;31.7;2.07;325.7;421.3737910493031;304.8;Module 1,9_11;432.63;65,62;31,23;1,91;59,69;5,93
01,09.2019 13:26:37;31.8;2.01;325.7;411.4468855071373;304.79;Module 1,9_11;422.39;63,92;31,21;1,86;58,04;5,87
01,09.2019 13:28:31;32;1.97;325.7;404.0114198835416;304.83;Module 1,9_11;414.71;63,04;31,20;1,82;56,81;6,23
01,09.2019 13:30:24;32.3;2.17;323.7;436.4809587552995;304.67;Module 1,9_11;447.99;70,09;31,62;1,99;62,80;7,29
01,09.2019 13:32:18;32.1;1.87;323.7;384.1441504893253;304.43;Module 1,9_11;394.23;60,03;31,51;1,71;54,02;6,00
01,09.2019 13:34:14;32.2;1.96;321.7;404.14457494648275;304.32;Module 1,9_11;414.71;63,11;31,91;1,82;57,92;5,19
01,09.2019 13:36:08;32.5;2.13;321.7;444.1082660299822;304.17;Module 1,9_11;455.67;69,22;31,98;2,02;64,69;4,54
01,09.2019 13:38:01;32.5;2.65;321.7;558.9383729393292;304.07;Module 1,9_11;573.43;86,13;32,04;2,62;83,94;2,18
01,09.2019 13:40:01;32.9;3.58;321.7;681.6137015162658;304.1;Module 1,9_11;699.21;117,78;31,96;3,26;104,12;13,67
01,09.2019 13:41:54;32.5;3.14;321.7;618.9552112724489;304.28;Module 1,9_11;634.87;102,05;32,02;2,93;93,87;8,18
01,09.2019 13:43:47;32.4;2.69;321.7;554.1186971675282;304.19;Module 1,9_11;568.31;87,16;32,04;2,60;83,14;4,01
01,09.2019 13:45:42;32.4;3.05;321.7;594.1149645488335;304.32;Module 1,9_11;609.27;98,82;32,03;2,80;89,77;9,05
01,09.2019 13:47:42;32.2;5.2;321.7;1016.0972335760871;304.21;Module 1,9_11;1041.91;167,44;31,38;4,99;156,51;10,93
01,09.2019 13:49:52;32.5;3.5;321.7;823.8138883038672;304.3;Module 1,9_11;844.65;113,75;31,77;3,99;126,89;-13,14
