date;V;I;T;G;Tamb;Name;G_orig;Pmax;V_sim;I_sim;Pmax_sim;deviation
30,09.2019 08:33:34;29.7;0.08;287.4;12.671488782064845;287.63;Module 1,3_13;17.43;2,38;4,91;0,04;0,17;2,20
30,09.2019 08:35:27;29.8;0.09;287.4;14.482285856532926;287.58;Module 1,3_13;19.62;2,68;5,62;0,04;0,22;2,46
30,09.2019 08:37:21;29.6;0.1;289.9;15.980089088893745;287.58;Module 1,3_13;21.35;2,96;6,21;0,04;0,27;2,69
30,09.2019 08:39:14;29.5;0.09;289.9;15.59089837445933;287.6;Module 1,3_13;20.57;2,65;6,05;0,04;0,26;2,39
30,09.2019 08:41:32;30.3;0.08;289.9;14.948431822238446;287.68;Module 1,3_13;19.45;2,42;5,80;0,04;0,24;2,18
30,09.2019 08:43:26;30.2;0.08;289.9;13.956087876613989;287.75;Module 1,3_13;17.97;2,42;5,42;0,04;0,21;2,21
30,09.2019 08:45:19;30.9;0;289.9;13.078582726660413;287.79;Module 1,3_13;16.68;0,00;5,08;0,04;0,18;-0,18
30,09.2019 08:47:11;33.2;0;290.4;12.624202314074154;287.83;Module 1,3_13;15.96;0,00;4,91;0,03;0,17;-0,17
30,09.2019 08:49:18;33.3;0;290.4;13.898208189559305;287.89;Module 1,3_13;17.41;0,00;5,40;0,04;0,21;-0,21
30,09.2019 08:51:23;34.3;0;291.9;15.431440690570605;287.89;Module 1,3_13;19.17;0,00;6,00;0,04;0,26;-0,26
30,09.2019 08:53:16;36.3;0;291.9;15.499535209679296;287.84;Module 1,3_13;19.12;0,00;6,02;0,04;0,26;-0,26
30,09.2019 08:55:09;36;0;291.9;17.331463203986054;287.81;Module 1,3_13;21.24;0,00;6,74;0,05;0,32;-0,32
30,09.2019 08:57:10;36.1;0;294;17.150069812630676;287.74;Module 1,3_13;20.88;0,00;6,67;0,05;0,32;-0,32
30,09.2019 08:59:03;36.2;0;294;18.45515008437379;287.71;Module 1,3_13;22.34;0,00;7,18;0,05;0,37;-0,37
30,09.2019 09:00:58;35.6;0;294;15.674691575053918;287.74;Module 1,3_13;18.87;0,00;6,10;0,04;0,26;-0,26
30,09.2019 09:02:52;34.8;0;294;7.957101344266913;287.75;Module 1,3_13;9.53;0,00;3,09;0,02;0,07;-0,07
30,09.2019 09:04:47;33;0;294;7.123568246387189;287.76;Module 1,3_13;8.49;0,00;2,77;0,02;0,05;-0,05
30,09.2019 09:06:42;33;0;291.9;12.745382198357982;287.61;Module 1,3_13;15.12;0,00;4,95;0,04;0,17;-0,17
30,09.2019 09:08:34;35.9;0;291.9;19.403097565464577;287.5;Module 1,3_13;22.92;0,00;7,55;0,05;0,40;-0,40
30,09.2019 09:10:28;37.3;0;294;28.66393936683492;287.51;Module 1,3_13;33.72;0,00;11,16;0,08;0,88;-0,88
30,09.2019 09:12:44;37.9;0.21;294;39.12269785704229;287.55;Module 1,3_13;45.81;7,96;15,23;0,11;1,65;6,31
30,09.2019 09:14:38;32.3;0.23;294;41.153122494581446;287.62;Module 1,3_13;48.01;7,43;16,02;0,11;1,82;5,60
30,09.2019 09:16:34;31.7;0.15;291.9;28.560205604368168;287.67;Module 1,3_13;33.2;4,75;11,10;0,08;0,88;3,88
30,09.2019 09:18:27;31.6;0.15;291.9;29.811699174838537;287.69;Module 1,3_13;34.54;4,74;11,59;0,08;0,96;3,78
30,09.2019 09:20:25;31.4;0.15;291.9;29.113707721276185;287.71;Module 1,3_13;33.62;4,71;11,32;0,08;0,91;3,80
30,09.2019 09:22:18;31.6;0.14;291.9;27.768659473252402;287.72;Module 1,3_13;31.97;4,42;10,80;0,08;0,83;3,59
30,09.2019 09:24:11;31.7;0.12;291.9;23.415164184838883;287.73;Module 1,3_13;26.88;3,80;9,10;0,06;0,59;3,21
30,09.2019 09:26:05;31.4;0.12;291.9;24.42406570061591;287.74;Module 1,3_13;27.96;3,77;9,50;0,07;0,64;3,13
30,09.2019 09:27:58;31.5;0.17;291.9;31.11917413596538;287.75;Module 1,3_13;35.53;5,36;12,10;0,09;1,04;4,31
30,09.2019 09:29:51;31.8;0.13;291.9;25.912375341996743;287.75;Module 1,3_13;29.51;4,13;10,08;0,07;0,72;3,41
30,09.2019 09:31:50;31.7;0.22;291.9;40.689668157642856;287.75;Module 1,3_13;46.22;6,97;15,82;0,11;1,78;5,19
30,09.2019 09:33:43;32;0.23;291.9;41.385135528163325;287.73;Module 1,3_13;46.9;7,36;16,09;0,11;1,84;5,52
