date;V;I;T;G;Tamb;Name;G_orig;Pmax;V_sim;I_sim;Pmax_sim;deviation
30,09.2019 11:34:57;35.1;3.31;295;535.0456828259979;289;Module 2,4_12;540.15;116,18;35,66;2,55;90,94;25,25
30,09.2019 11:40:44;34.8;2.28;296.5;456.7548377010259;289.42;Module 2,4_12;460.79;79,34;35,26;2,15;75,67;3,68
30,09.2019 11:48:49;36;1.37;297;373.34847557371705;290.06;Module 2,4_12;376.31;49,32;34,95;1,71;59,91;-10,59
30,09.2019 11:50:45;34.9;2.2;298.5;800.9484705378322;290.32;Module 2,4_12;807.14;76,78;35,16;3,94;138,34;-61,56
30,09.2019 11:52:41;34.6;2.77;298.5;531.0296426446814;290.35;Module 2,4_12;535.03;95,84;35,03;2,53;88,76;7,09
30,09.2019 11:58:20;33.7;1.56;298.5;518.6073420213097;290.32;Module 2,4_12;522.23;52,57;35,02;2,47;86,46;-33,88
30,09.2019 12:00:14;33.7;1.61;298.5;303.27464271463276;290.6;Module 2,4_12;305.34;54,26;34,37;1,35;46,53;7,72
30,09.2019 12:02:09;35.1;1.94;298.5;437.406514630706;290.74;Module 2,4_12;440.31;68,09;34,86;2,05;71,40;-3,30
30,09.2019 12:06:37;35;1.64;299;361.2508965319164;291.38;Module 2,4_12;363.51;57,40;34,54;1,65;57,14;0,26
30,09.2019 12:08:30;35.5;4.96;301;994.8827931531351;292.21;Module 2,4_12;1000.95;176,08;34,63;4,94;171,22;4,86
30,09.2019 12:10:24;33.9;4.46;301;775.9462565241415;292.64;Module 2,4_12;780.56;151,19;34,72;3,81;132,20;18,99
30,09.2019 12:16:10;35.5;1.45;302.5;319.1224310885669;292.63;Module 2,4_12;320.88;51,48;33,73;1,44;48,60;2,88
30,09.2019 12:18:17;34;1.69;304.5;369.21269204527664;292.21;Module 2,4_12;371.19;57,46;33,58;1,70;57,16;0,30
30,09.2019 12:22:08;33.8;3.63;304.5;450.81499890015124;291.96;Module 2,4_12;453.11;122,69;33,81;2,12;71,85;50,84
30,09.2019 12:27:55;33.8;2.15;303;598.7632318364989;292.17;Module 2,4_12;601.59;72,67;34,30;2,89;99,14;-26,47
30,09.2019 12:43:22;35.6;2.22;300.5;627.3115483705403;290.98;Module 2,4_12;629.75;79,03;34,77;3,04;105,55;-26,51
30,09.2019 12:47:14;36.1;4.59;300.5;948.888155590138;291.57;Module 2,4_12;952.41;165,70;34,75;4,70;163,49;2,21
30,09.2019 12:49:09;34.3;4.91;300.5;1025.3886553006691;292.55;Module 2,4_12;1029.11;168,41;34,70;5,10;177,03;-8,61
30,09.2019 12:53:09;32.6;4.89;302.5;1000.0426507465223;292.79;Module 2,4_12;1003.51;159,41;34,37;4,97;170,87;-11,45
30,09.2019 12:55:02;34;5.02;302.5;1002.6654783730037;293.22;Module 2,4_12;1006.07;170,68;34,37;4,99;171,32;-0,64
30,09.2019 12:56:55;31.8;3.25;302.5;609.801426826376;293.32;Module 2,4_12;611.83;103,35;34,40;2,95;101,38;1,97
30,09.2019 12:58:48;33.8;4.83;302.5;838.7651225979533;293.38;Module 2,4_12;841.5;163,25;34,45;4,14;142,43;20,82
30,09.2019 13:00:40;33.9;1.43;304.5;446.5619154723282;293.5;Module 2,4_12;447.99;48,48;33,80;2,10;71,09;-22,61
30,09.2019 13:04:35;33.3;2.09;305;382.81269292370933;292.6;Module 2,4_12;383.99;69,60;33,53;1,77;59,47;10,13
30,09.2019 13:06:32;34.4;5;305;1089.8199968344607;292.54;Module 2,4_12;1093.11;172,00;33,86;5,44;184,16;-12,16
30,09.2019 13:08:15;35.9;2.17;305;464.5296605631035;293.2;Module 2,4_12;465.91;77,90;33,75;2,20;74,14;3,76
30,09.2019 13:10:15;35.6;1.71;306.5;347.13666433813677;293.57;Module 2,4_12;348.15;60,88;33,13;1,59;52,70;8,18
30,09.2019 13:16:00;33.8;1.44;306.5;302.15835233790693;292.55;Module 2,4_12;303;48,67;32,91;1,36;44,71;3,97
30,09.2019 13:17:56;34.3;4.85;306.5;1143.729249760669;292.67;Module 2,4_12;1146.87;166,35;33,55;5,72;191,86;-25,51
30,09.2019 13:19:50;34.8;5.03;305;1143.770329220153;293.5;Module 2,4_12;1146.87;175,04;33,81;5,72;193,35;-18,31
30,09.2019 13:21:56;33.4;1.67;305;365.0939810956508;293.64;Module 2,4_12;366.07;55,78;33,47;1,68;56,29;-0,51
30,09.2019 13:23:57;33.5;3.57;305;1034.0589198740124;293.62;Module 2,4_12;1036.79;119,59;33,90;5,15;174,60;-55,01
30,09.2019 13:38:58;36.5;1.59;302.5;337.0693758744628;291.88;Module 2,4_12;337.91;58,04;33,81;1,53;51,85;6,18
30,09.2019 13:40:53;33.6;1.56;302.5;303.63492589829127;292.3;Module 2,4_12;304.39;52,42;33,65;1,36;45,79;6,63
30,09.2019 13:42:51;35;5.06;302.5;1031.6692051667756;292.65;Module 2,4_12;1034.23;177,10;34,34;5,14;176,39;0,71
30,09.2019 13:44:54;34.1;5.09;302.5;1031.6711126472615;293.35;Module 2,4_12;1034.23;173,57;34,34;5,14;176,39;-2,82
30,09.2019 13:46:47;33.5;5.28;304.5;1092.9580735571267;294.4;Module 2,4_12;1095.67;176,88;33,95;5,45;185,16;-8,28
30,09.2019 13:48:48;33;5.27;304.5;1144.0269963463834;295.56;Module 2,4_12;1146.87;173,91;33,90;5,72;193,89;-19,98
30,09.2019 13:50:53;32.6;1.68;306.5;347.2845419840987;296.03;Module 2,4_12;348.15;54,77;33,13;1,59;52,72;2,05
30,09.2019 13:53:31;32;3.22;306.5;623.0689987002106;295.49;Module 2,4_12;624.63;103,04;33,70;3,02;101,76;1,28
30,09.2019 13:55:28;33.8;1.64;308.1;339.6147248811751;295.92;Module 2,4_12;340.47;55,43;32,80;1,55;50,97;4,46
30,09.2019 13:57:54;34.2;1.38;308.1;325.46382635628675;296.33;Module 2,4_12;326.29;47,20;32,74;1,48;48,48;-1,28
30,09.2019 13:59:50;32.5;4.14;308.1;1006.0570684640044;296;Module 2,4_12;1008.63;134,55;33,37;5,01;167,11;-32,56
30,09.2019 14:01:45;34.4;5.01;308.1;752.1303088507921;295.67;Module 2,4_12;754.07;172,34;33,45;3,69;123,49;48,85
30,09.2019 14:05:36;34.1;1.95;308.1;388.08927272940605;294.94;Module 2,4_12;389.11;66,50;32,99;1,80;59,53;6,97
30,09.2019 14:09:26;33.3;1.47;308.1;312.30930922390866;294.85;Module 2,4_12;313.15;48,95;32,68;1,41;46,16;2,79
30,09.2019 14:15:16;34.9;2.38;307.1;607.564845828869;294.03;Module 2,4_12;609.27;83,06;33,57;2,94;98,73;-15,66
30,09.2019 14:17:10;34;1.94;307.1;347.16081338251774;293.95;Module 2,4_12;348.15;65,96;33,02;1,59;52,55;13,41
30,09.2019 14:19:07;33.4;1.45;307.1;305.0266025106981;293.68;Module 2,4_12;305.91;48,43;32,82;1,37;45,09;3,34
30,09.2019 14:21:31;33.6;3.07;306.5;799.7446366581812;293.57;Module 2,4_12;802.11;103,15;33,74;3,94;132,83;-29,67
30,09.2019 14:23:25;36.9;1.93;306.5;400.7040958197291;294.08;Module 2,4_12;401.91;71,22;33,32;1,87;62,23;8,98
30,09.2019 14:25:17;33.3;1.5;306.5;331.77375367345934;294.1;Module 2,4_12;332.79;49,95;33,06;1,51;49,96;-0,01
30,09.2019 14:34:05;35.2;4.78;306.5;997.6055439583174;293.42;Module 2,4_12;1000.95;168,26;33,66;4,96;167,04;1,21
30,09.2019 14:38:00;33.4;1.45;304.5;334.1799701251648;293.46;Module 2,4_12;335.35;48,43;33,44;1,52;50,86;-2,43
30,09.2019 14:40:10;34.3;1.41;304.5;315.6671147014778;293.32;Module 2,4_12;316.8;48,36;33,34;1,43;47,54;0,82
30,09.2019 14:42:08;35.4;2.52;304.5;397.88902764465325;293.46;Module 2,4_12;399.35;89,21;33,67;1,85;62,32;26,89
30,09.2019 14:44:04;34;3.86;304.5;703.1187220803291;293.6;Module 2,4_12;705.76;131,24;34,09;3,43;117,05;14,19
30,09.2019 14:54:06;34.5;1.46;303;418.05411581390524;292.73;Module 2,4_12;419.83;50,37;34,00;1,95;66,42;-16,05
30,09.2019 14:56:17;34.3;2.03;302.5;410.3580529351891;292.75;Module 2,4_12;412.15;69,63;34,07;1,91;65,18;4,45
30,09.2019 15:07:13;34.6;4.87;302.5;1079.9986302443065;292.16;Module 2,4_12;1085.43;168,50;34,30;5,39;184,79;-16,29
30,09.2019 15:23:02;34.4;3.13;302.5;521.5556773773761;292.49;Module 2,4_12;524.79;107,67;34,30;2,49;85,39;22,28
30,09.2019 16:54:37;37.2;1.41;298.5;690.9270789257832;291.11;Module 2,4_12;705.34;52,45;35,16;3,36;118,24;-65,79
30,09.2019 16:56:33;35.4;1.47;298.5;541.3621329032762;291.49;Module 2,4_12;552.95;52,04;35,05;2,59;90,67;-38,63
30,09.2019 16:59:03;39.4;1.67;300.5;744.561038597601;292.21;Module 2,4_12;761.04;65,80;34,80;3,64;126,85;-61,05
30,09.2019 17:01:08;37.9;1.42;300.5;375.4451316203374;293.1;Module 2,4_12;383.99;53,82;34,32;1,73;59,37;-5,55
30,09.2019 17:45:24;38.2;0.54;298.5;341.3227347144037;291;Module 2,4_12;355.83;20,63;34,55;1,55;53,57;-32,95
30,09.2019 17:53:43;35;0.87;298.5;451.75572626601024;292.44;Module 2,4_12;473.59;30,45;34,89;2,12;74,06;-43,61
30,09.2019 17:55:44;34.8;0.78;298.5;390.12167233449185;292.93;Module 2,4_12;409.59;27,14;34,73;1,80;62,62;-35,48
01,10.2019 11:35:42;34.8;1.14;296.5;413.30725283882475;289.03;Module 2,4_12;417.27;39,67;35,16;1,92;67,53;-27,85
01,10.2019 11:41:40;35.7;3.48;298.5;764.4036527249607;290.06;Module 2,4_12;771.18;124,24;35,16;3,74;131,69;-7,45
01,10.2019 11:43:38;35.1;3.86;299;758.1408041762184;290.71;Module 2,4_12;764.69;135,49;35,08;3,71;130,23;5,25
01,10.2019 11:45:54;34.1;2.86;299;502.65542231048886;291.3;Module 2,4_12;506.87;97,53;34,90;2,39;83,31;14,22
01,10.2019 11:47:47;34.3;3.45;299;700.3813703060096;291.59;Module 2,4_12;706.11;118,33;35,07;3,41;119,69;-1,36
01,10.2019 11:49:47;33.9;2.14;300.5;523.1819640684495;292.15;Module 2,4_12;527.35;72,55;34,66;2,50;86,50;-13,95
01,10.2019 11:52:40;34.8;4.39;303;659.1940824382112;292.82;Module 2,4_12;664.25;152,77;34,34;3,20;110,03;42,75
01,10.2019 11:54:36;33.9;4.21;303;822.7383720175329;293.18;Module 2,4_12;828.89;142,72;34,36;4,05;139,24;3,48
01,10.2019 11:56:28;33.5;2.25;303;487.9501787982076;293.75;Module 2,4_12;491.51;75,38;34,16;2,32;79,10;-3,72
01,10.2019 11:58:28;33.4;2.06;304.5;414.32585062842054;294.04;Module 2,4_12;417.27;68,80;33,72;1,94;65,28;3,52
01,10.2019 12:00:24;33.5;2.14;304.5;480.5013833687122;294.09;Module 2,4_12;483.83;71,69;33,88;2,28;77,19;-5,50
01,10.2019 12:31:19;36.2;5.12;302.5;1039.6413290210496;292.09;Module 2,4_12;1044.47;185,34;34,34;5,18;177,78;7,57
01,10.2019 12:33:11;34.2;3.76;302.5;818.8043574031279;293.35;Module 2,4_12;822.52;128,59;34,45;4,03;138,89;-10,29
01,10.2019 12:35:04;33.3;4.85;302.5;917.8207957560458;294.11;Module 2,4_12;921.89;161,50;34,41;4,55;156,43;5,08
01,10.2019 12:37:32;33.8;4.56;304.5;1027.250964225199;295.1;Module 2,4_12;1031.67;154,13;33,99;5,11;173,87;-19,74
01,10.2019 12:39:28;32.8;2.56;304.5;769.0680759763749;295.67;Module 2,4_12;772.3;83,97;34,09;3,78;128,74;-44,78
01,10.2019 12:41:54;32.6;5.37;307.1;1060.620560654791;296.58;Module 2,4_12;1064.95;175,06;33,51;5,29;177,25;-2,19
01,10.2019 12:43:47;32.2;4.8;307.1;915.4551674279685;297.38;Module 2,4_12;919.11;154,56;33,60;4,54;152,45;2,11
01,10.2019 12:46:27;32.1;5.09;310.6;1106.746095718027;297.87;Module 2,4_12;1111.03;163,39;32,85;5,53;181,68;-18,29
01,10.2019 12:48:28;32;5.23;310.6;1071.138142917904;298.3;Module 2,4_12;1075.19;167,36;32,88;5,35;175,78;-8,42
01,10.2019 12:50:38;31.7;5.59;314.6;1145.2018283678804;298.59;Module 2,4_12;1149.43;177,20;32,10;5,73;184,00;-6,80
01,10.2019 12:52:28;30.5;2.09;314.6;489.73793179277504;298.8;Module 2,4_12;491.51;63,74;32,06;2,34;74,96;-11,21
01,10.2019 12:54:22;31.4;1.69;314.6;403.0412294328338;298.46;Module 2,4_12;404.47;53,07;31,85;1,89;60,18;-7,11
01,10.2019 12:56:24;33.2;4.25;315.1;859.9562435047728;298.35;Module 2,4_12;862.94;141,10;32,19;4,26;136,99;4,11
01,10.2019 12:58:59;32.8;2.19;315.1;405.65935961334156;298.33;Module 2,4_12;407.03;71,83;31,77;1,90;60,47;11,37
01,10.2019 13:01:12;33.1;3.84;315.1;813.8700918510065;298.38;Module 2,4_12;816.56;127,10;32,20;4,02;129,34;-2,24
01,10.2019 13:03:33;33.1;4.82;315.1;978.6876834817072;298.78;Module 2,4_12;981.85;159,54;32,13;4,87;156,52;3,02
01,10.2019 13:06:07;31;2.32;316.6;566.5223921303199;299.07;Module 2,4_12;568.31;71,92;31,81;2,74;87,09;-15,17
02,10.2019 11:30:39;34.8;1.44;296.5;357.23711209390024;290.16;Module 2,4_12;360.95;50,11;34,97;1,63;57,02;-6,91
02,10.2019 11:40:19;35.2;2.82;298.5;573.2945180275424;290.72;Module 2,4_12;578.55;99,26;35,08;2,75;96,57;2,69
02,10.2019 11:42:12;35;2.8;299;405.95848519382105;291.32;Module 2,4_12;409.59;98,00;34,69;1,89;65,41;32,59
02,10.2019 12:01:41;34.6;1.85;299;376.25633854869824;290.95;Module 2,4_12;378.87;64,01;34,59;1,73;59,92;4,09
02,10.2019 12:03:34;34.4;1.5;299;309.7004243532285;291.11;Module 2,4_12;311.8;51,60;34,31;1,39;47,62;3,98
02,10.2019 12:05:26;34.5;1.68;299;350.94745329700515;291.27;Module 2,4_12;353.27;57,96;34,50;1,60;55,24;2,72
02,10.2019 12:31:29;35.6;1.4;295;304.5293608857238;287.85;Module 2,4_12;305.98;49,84;35,00;1,36;47,46;2,38
02,10.2019 12:39:17;35.6;1.6;296.5;341.54785419424564;288.72;Module 2,4_12;343.03;56,96;34,91;1,55;54,08;2,88
02,10.2019 13:12:17;36;2.07;295;433.83562664358294;288.16;Module 2,4_12;435.19;74,52;35,48;2,03;71,85;2,67
02,10.2019 13:23:58;34.8;2.24;296.5;416.06500014930833;288.88;Module 2,4_12;417.27;77,95;35,16;1,93;68,04;9,91
02,10.2019 13:25:51;36.2;4.55;297;885.9379580008583;289.21;Module 2,4_12;888.48;164,71;35,40;4,37;154,84;9,87
02,10.2019 13:27:44;34.3;2.6;297;615.1997098087777;289.89;Module 2,4_12;616.95;89,18;35,38;2,97;105,04;-15,86
02,10.2019 13:29:37;35.1;4.85;298.5;998.1318409633305;290.64;Module 2,4_12;1000.95;170,23;35,07;4,96;173,89;-3,66
02,10.2019 13:31:35;33.9;4.86;299;993.0458929194859;291.52;Module 2,4_12;995.83;164,75;34,99;4,93;172,57;-7,81
02,10.2019 13:33:38;33.4;4.19;299;500.3560392141196;292.23;Module 2,4_12;501.75;139,95;34,90;2,37;82,88;57,06
02,10.2019 13:35:32;33;5.44;303;1123.2759462797287;292.73;Module 2,4_12;1126.39;179,52;34,18;5,61;191,79;-12,27
02,10.2019 13:37:26;31.1;2.3;303;525.8978500509875;293.26;Module 2,4_12;527.35;71,53;34,22;2,51;85,97;-14,44
02,10.2019 13:39:28;31.8;2.63;306.5;467.1841287580089;293.6;Module 2,4_12;468.47;83,63;33,48;2,21;74,08;9,56
02,10.2019 13:41:35;32.4;1.51;307.1;302.2200093120282;293.34;Module 2,4_12;303.05;48,92;32,80;1,36;44,59;4,33
02,10.2019 13:45:20;35.4;2.93;307.1;625.4740031067231;291.76;Module 2,4_12;627.19;103,72;33,59;3,03;101,88;1,84
02,10.2019 13:47:13;34.2;3.5;307.1;645.8964025046376;291.94;Module 2,4_12;647.67;119,70;33,60;3,14;105,48;14,22
02,10.2019 13:49:10;33.3;2.3;307.1;462.0787419949274;292.02;Module 2,4_12;463.35;76,59;33,37;2,19;72,96;3,63
02,10.2019 13:51:03;33.2;1.59;306.5;347.192155015757;291.79;Module 2,4_12;348.15;52,79;33,13;1,59;52,71;0,08
02,10.2019 13:53:03;33.7;1.7;306.5;359.9530079853017;291.5;Module 2,4_12;360.95;57,29;33,18;1,66;54,98;2,31
02,10.2019 13:55:09;34.1;2.2;306.5;433.9816174299592;291.42;Module 2,4_12;435.19;75,02;33,41;2,04;68,16;6,86
02,10.2019 13:57:02;33.9;1.76;305;365.047772740345;291.28;Module 2,4_12;366.07;59,66;33,47;1,68;56,28;3,38
02,10.2019 13:58:55;34;1.58;304.5;334.4074091904098;291.01;Module 2,4_12;335.35;53,72;33,44;1,52;50,90;2,82
02,10.2019 14:55:13;35.8;1.55;291.9;309.3464985918992;285.08;Module 2,4_12;310.78;55,49;35,58;1,38;48,99;6,50
02,10.2019 14:59:18;35.6;1.55;291.9;331.1772066536136;285.37;Module 2,4_12;332.79;55,18;35,69;1,49;53,16;2,02
02,10.2019 15:01:11;35.8;1.55;291.9;321.4578390675219;285.26;Module 2,4_12;323.06;55,49;35,64;1,44;51,30;4,19
02,10.2019 15:03:14;35.7;2.01;291.9;440.61745881752694;285.57;Module 2,4_12;442.87;71,76;36,05;2,06;74,12;-2,36
