module;pmpp;month
Module 2,2_10;181,367979881999;June_2019
String 2,2;171,25505250499222;June_2019
Module 2,2_3;174,79192580983263;June_2019
Module 2,2_5;179,05376808027987;June_2019
Module 2,2_6;175,08013322899828;June_2019
Module 2,2_7;176,6285920166909;June_2019
Module 2,2_8;173,72664738111496;June_2019
Module 2,2_9;173,33234314588938;June_2019
Module 2,2_1;175,72195657973776;June_2019
Module 2,2_12;171,55627540080062;June_2019
Module 2,2_13;174,80497873128823;June_2019
Module 2,2_14;172,40800261856677;June_2019
Module 2,2_15;173,06937222293152;June_2019
Module 2,2_16;174,96939150506023;June_2019
Module 2,2_17;175,84678508758017;June_2019
Module 2,2_18;179,08715024899615;June_2019
